,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords
0,0,762,285,50,24, 36349.0,23,ABCDEE+DVBW-TTSurekhEN,#000000,FOOTER,DVBW-TTSurekhEN,21,,"[{'text': '36349.0', 'conf': 95.0, 'text_left': 797, 'text_top': 2145, 'text_width': 117, 'text_height': 34}]",0,762,285,50,24, 36350.0,23,ABCDEE+DVBW-TTSurekhEN,#000000,FOOTER,DVBW-TTSurekhEN,21,,"[{'text': '36350.0', 'conf': 94.0, 'text_left': 797, 'text_top': 2145, 'text_width': 117, 'text_height': 34}]",0,762,285,50,24, 3635.0,23,ABCDEE+DVBW-TTSurekhEN,#000000,FOOTER,DVBW-TTSurekhEN,21,,"[{'text': '3635.0', 'conf': 46.0, 'text_left': 797, 'text_top': 2145, 'text_width': 91, 'text_height': 34}]",0,762,285,50,24, 36352.0,23,ABCDEE+DVBW-TTSurekhEN,#000000,FOOTER,DVBW-TTSurekhEN,21,,"[{'text': '36352.0', 'conf': 94.0, 'text_left': 797, 'text_top': 2145, 'text_width': 117, 'text_height': 34}]",0,762,285,50,24, 36353.0,23,ABCDEE+DVBW-TTSurekhEN,#000000,FOOTER,DVBW-TTSurekhEN,21,,"[{'text': '36353.0', 'conf': 95.0, 'text_left': 797, 'text_top': 2145, 'text_width': 115, 'text_height': 34}]",0,762,285,50,24, 36354.0,23,ABCDEE+DVBW-TTSurekhEN,#000000,FOOTER,DVBW-TTSurekhEN,21,,"[{'text': '36354.0', 'conf': 96.0, 'text_left': 797, 'text_top': 2145, 'text_width': 117, 'text_height': 34}]",0,762,285,50,24, 36355.0,23,ABCDEE+DVBW-TTSurekhEN,#000000,FOOTER,DVBW-TTSurekhEN,21,,"[{'text': '36355.0', 'conf': 96.0, 'text_left': 797, 'text_top': 2145, 'text_width': 115, 'text_height': 34}]",0,762,285,50,24, 36356.0,23,ABCDEE+DVBW-TTSurekhEN,#000000,FOOTER,DVBW-TTSurekhEN,21,,"[{'text': '36356.0', 'conf': 93.0, 'text_left': 797, 'text_top': 2145, 'text_width': 117, 'text_height': 34}]",0,762,285,50,24, 36357.0,23,ABCDEE+DVBW-TTSurekhEN,#000000,FOOTER,DVBW-TTSurekhEN,21,,"[{'text': '36357.0', 'conf': 96.0, 'text_left': 797, 'text_top': 2145, 'text_width': 117, 'text_height': 34}]",0,762,285,50,24, 36358.0,23,ABCDEE+DVBW-TTSurekhEN,#000000,FOOTER,DVBW-TTSurekhEN,21,,"[{'text': '36358.0', 'conf': 95.0, 'text_left': 797, 'text_top': 2145, 'text_width': 116, 'text_height': 34}]",0,762,285,50,24, 36359.0,23,ABCDEE+DVBW-TTSurekhEN,#000000,FOOTER,DVBW-TTSurekhEN,21,,"[{'text': '36359.0', 'conf': 95.0, 'text_left': 797, 'text_top': 2145, 'text_width': 117, 'text_height': 34}]",0,762,285,50,24, 36360.0,23,ABCDEE+DVBW-TTSurekhEN,#000000,FOOTER,DVBW-TTSurekhEN,21,,"[{'text': '36360.0', 'conf': 94.0, 'text_left': 797, 'text_top': 2145, 'text_width': 117, 'text_height': 34}]",0,762,285,50,24, 3636],23,ABCDEE+DVBW-TTSurekhEN,#000000,FOOTER,DVBW-TTSurekhEN,21,,"[{'text': '3636]', 'conf': 0, 'text_left': 797, 'text_top': 2119, 'text_width': 113, 'text_height': 60}]",0,762,285,50,24, 36362.0,23,ABCDEE+DVBW-TTSurekhEN,#000000,FOOTER,DVBW-TTSurekhEN,21,,"[{'text': '36362.0', 'conf': 94.0, 'text_left': 797, 'text_top': 2145, 'text_width': 117, 'text_height': 34}]",0,762,285,50,24," 36363,",23,ABCDEE+DVBW-TTSurekhEN,#000000,FOOTER,DVBW-TTSurekhEN,21,,"[{'text': '36363,', 'conf': 85, 'text_left': 797, 'text_top': 2116, 'text_width': 115, 'text_height': 63}]"
1,1,60,252,114,36, राज्य सभा,36,"ABCDEE+DVBW-TTYogeshEN,Bold",#000000,BOLD,"DVBW-TTYogeshEN,Bold",33,,"[{'text': 'राज्य', 'conf': 95, 'text_left': 705, 'text_top': 205, 'text_width': 152, 'text_height': 49}, {'text': 'सभा', 'conf': 95, 'text_left': 875, 'text_top': 204, 'text_width': 129, 'text_height': 50}]",1,60,59,97,21, मध्याहन 72-00,21,ABCDEE+DVBW-TTYogeshEN,#000000,,DVBW-TTYogeshEN,19,,"[{'text': 'मध्याहन', 'conf': 88, 'text_left': 169, 'text_top': 194, 'text_width': 131, 'text_height': 30}, {'text': '72-00', 'conf': 0, 'text_left': 322, 'text_top': 195, 'text_width': 95, 'text_height': 28}]",1,69,117,412,21, (@) उपर्युक्त संग्रहालय के कार्यकरण की सरकार द्वारा समीक्षा |,21,ABCDEE+DVBW-TTYogeshEN,#000000,,DVBW-TTYogeshEN,19,,"[{'text': '(@)', 'conf': 44, 'text_left': 333, 'text_top': 219, 'text_width': 60, 'text_height': 37}, {'text': 'उपर्युक्त', 'conf': 88, 'text_left': 462, 'text_top': 206, 'text_width': 131, 'text_height': 55}, {'text': 'संग्रहालय', 'conf': 96, 'text_left': 611, 'text_top': 210, 'text_width': 158, 'text_height': 40}, {'text': 'के', 'conf': 93, 'text_left': 788, 'text_top': 206, 'text_width': 38, 'text_height': 42}, {'text': 'कार्यकरण', 'conf': 91, 'text_left': 842, 'text_top': 206, 'text_width': 163, 'text_height': 42}, {'text': 'की', 'conf': 95, 'text_left': 1024, 'text_top': 208, 'text_width': 47, 'text_height': 40}, {'text': 'सरकार', 'conf': 95, 'text_left': 1089, 'text_top': 219, 'text_width': 126, 'text_height': 29}, {'text': 'द्वारा', 'conf': 92, 'text_left': 1233, 'text_top': 219, 'text_width': 74, 'text_height': 34}, {'text': 'समीक्षा', 'conf': 75, 'text_left': 1325, 'text_top': 208, 'text_width': 111, 'text_height': 41}, {'text': '|', 'conf': 75, 'text_left': 1449, 'text_top': 216, 'text_width': 3, 'text_height': 32}]",1,93,75,469,21, (vi) (®) — 200-4 के वर्ष के लिए राजा राममोहन राय लाइब्रेरी,21,ABCDEE+DVBW-TTYogeshEN,#000000,,DVBW-TTYogeshEN,19,,"[{'text': '(vi)', 'conf': 49, 'text_left': 216, 'text_top': 287, 'text_width': 52, 'text_height': 37}, {'text': '(®)', 'conf': 31, 'text_left': 334, 'text_top': 287, 'text_width': 58, 'text_height': 37}, {'text': '—', 'conf': 0, 'text_left': 422, 'text_top': 270, 'text_width': 24, 'text_height': 72}, {'text': '200-4', 'conf': 0, 'text_left': 465, 'text_top': 288, 'text_width': 115, 'text_height': 54}, {'text': 'के', 'conf': 84, 'text_left': 631, 'text_top': 270, 'text_width': 51, 'text_height': 72}, {'text': 'वर्ष', 'conf': 96, 'text_left': 713, 'text_top': 274, 'text_width': 49, 'text_height': 42}, {'text': 'के', 'conf': 96, 'text_left': 797, 'text_top': 274, 'text_width': 38, 'text_height': 42}, {'text': 'लिए', 'conf': 96, 'text_left': 867, 'text_top': 275, 'text_width': 72, 'text_height': 47}, {'text': 'राजा', 'conf': 96, 'text_left': 957, 'text_top': 270, 'text_width': 90, 'text_height': 72}, {'text': 'राममोहन', 'conf': 91, 'text_left': 1067, 'text_top': 270, 'text_width': 163, 'text_height': 72}, {'text': 'राय', 'conf': 75, 'text_left': 1255, 'text_top': 270, 'text_width': 80, 'text_height': 72}, {'text': 'लाइब्रेरी', 'conf': 90, 'text_left': 1356, 'text_top': 270, 'text_width': 144, 'text_height': 72}]",1,69,75,469,21," (i) (®) — 2070-4 के वर्ष के लिए 'एस,डी सी. एल, लिमिटेड, बंगलौर",21,ABCDEE+DVBW-TTYogeshEN,#000000,,DVBW-TTYogeshEN,19,,"[{'text': '(i)', 'conf': 82, 'text_left': 254, 'text_top': 219, 'text_width': 32, 'text_height': 37}, {'text': '(®)', 'conf': 22, 'text_left': 334, 'text_top': 219, 'text_width': 58, 'text_height': 37}, {'text': '—', 'conf': 0, 'text_left': 412, 'text_top': 202, 'text_width': 36, 'text_height': 72}, {'text': '2070-4', 'conf': 0, 'text_left': 465, 'text_top': 220, 'text_width': 161, 'text_height': 54}, {'text': 'के', 'conf': 96, 'text_left': 618, 'text_top': 202, 'text_width': 55, 'text_height': 72}, {'text': 'वर्ष', 'conf': 96, 'text_left': 677, 'text_top': 202, 'text_width': 68, 'text_height': 72}, {'text': 'के', 'conf': 54, 'text_left': 761, 'text_top': 206, 'text_width': 50, 'text_height': 68}, {'text': 'लिए', 'conf': 96, 'text_left': 818, 'text_top': 202, 'text_width': 90, 'text_height': 72}, {'text': ""'एस,डी"", 'conf': 47, 'text_left': 924, 'text_top': 203, 'text_width': 112, 'text_height': 71}, {'text': 'सी.', 'conf': 0, 'text_left': 1042, 'text_top': 208, 'text_width': 58, 'text_height': 66}, {'text': 'एल,', 'conf': 0, 'text_left': 1106, 'text_top': 203, 'text_width': 67, 'text_height': 71}, {'text': 'लिमिटेड,', 'conf': 96, 'text_left': 1186, 'text_top': 202, 'text_width': 161, 'text_height': 72}, {'text': 'बंगलौर', 'conf': 91, 'text_left': 1364, 'text_top': 202, 'text_width': 131, 'text_height': 72}]",1,93,75,469,21, _ (0 2042-3 के वर्ष के लिए भारत सरकार (वाणिज्य और उद्योग,21,ABCDEE+DVBW-TTYogeshEN,#000000,,DVBW-TTYogeshEN,19,,"[{'text': '_', 'conf': 9, 'text_left': 232, 'text_top': 337, 'text_width': 5, 'text_height': 5}, {'text': '(0', 'conf': 0, 'text_left': 273, 'text_top': 287, 'text_width': 49, 'text_height': 37}, {'text': '2042-3', 'conf': 0, 'text_left': 355, 'text_top': 288, 'text_width': 143, 'text_height': 54}, {'text': 'के', 'conf': 90, 'text_left': 519, 'text_top': 270, 'text_width': 54, 'text_height': 72}, {'text': 'वर्ष', 'conf': 96, 'text_left': 598, 'text_top': 274, 'text_width': 49, 'text_height': 42}, {'text': 'के', 'conf': 96, 'text_left': 679, 'text_top': 274, 'text_width': 38, 'text_height': 42}, {'text': 'लिए', 'conf': 96, 'text_left': 734, 'text_top': 271, 'text_width': 86, 'text_height': 71}, {'text': 'भारत', 'conf': 91, 'text_left': 839, 'text_top': 287, 'text_width': 100, 'text_height': 55}, {'text': 'सरकार', 'conf': 95, 'text_left': 953, 'text_top': 287, 'text_width': 147, 'text_height': 55}, {'text': '(वाणिज्य', 'conf': 92, 'text_left': 1126, 'text_top': 270, 'text_width': 140, 'text_height': 72}, {'text': 'और', 'conf': 96, 'text_left': 1299, 'text_top': 274, 'text_width': 59, 'text_height': 68}, {'text': 'उद्योग', 'conf': 96, 'text_left': 1383, 'text_top': 270, 'text_width': 113, 'text_height': 72}]",1,69,118,426,21, (ग).. ऊपर () (क) में उल्लिखित पत्रों को सभा पटल पर रखने में,21,ABCDEE+DVBW-TTYogeshEN,#000000,,DVBW-TTYogeshEN,19,,"[{'text': '(ग)..', 'conf': 30, 'text_left': 333, 'text_top': 219, 'text_width': 51, 'text_height': 37}, {'text': 'ऊपर', 'conf': 92, 'text_left': 463, 'text_top': 219, 'text_width': 95, 'text_height': 55}, {'text': '()', 'conf': 80, 'text_left': 568, 'text_top': 219, 'text_width': 32, 'text_height': 55}, {'text': '(क)', 'conf': 89, 'text_left': 624, 'text_top': 219, 'text_width': 58, 'text_height': 55}, {'text': 'में', 'conf': 93, 'text_left': 704, 'text_top': 206, 'text_width': 27, 'text_height': 42}, {'text': 'उल्लिखित', 'conf': 84, 'text_left': 751, 'text_top': 207, 'text_width': 171, 'text_height': 41}, {'text': 'पत्रों', 'conf': 96, 'text_left': 943, 'text_top': 206, 'text_width': 66, 'text_height': 42}, {'text': 'को', 'conf': 96, 'text_left': 1030, 'text_top': 206, 'text_width': 47, 'text_height': 42}, {'text': 'सभा', 'conf': 96, 'text_left': 1097, 'text_top': 219, 'text_width': 72, 'text_height': 55}, {'text': 'पटल', 'conf': 96, 'text_left': 1190, 'text_top': 220, 'text_width': 84, 'text_height': 28}, {'text': 'पर', 'conf': 96, 'text_left': 1295, 'text_top': 220, 'text_width': 47, 'text_height': 28}, {'text': 'रखने', 'conf': 96, 'text_left': 1362, 'text_top': 206, 'text_width': 87, 'text_height': 42}, {'text': 'में', 'conf': 96, 'text_left': 1470, 'text_top': 206, 'text_width': 27, 'text_height': 42}]",1,69,75,469,21," 4.() दिल्ली विकास अधिनियम, 957 की धारा 26 और धारा 25 की",21,ABCDEE+DVBW-TTYogeshEN,#000000,,DVBW-TTYogeshEN,19,,"[{'text': '4.()', 'conf': 0, 'text_left': 256, 'text_top': 219, 'text_width': 98, 'text_height': 37}, {'text': 'दिल्ली', 'conf': 63, 'text_left': 367, 'text_top': 203, 'text_width': 116, 'text_height': 71}, {'text': 'विकास', 'conf': 95, 'text_left': 491, 'text_top': 203, 'text_width': 125, 'text_height': 71}, {'text': 'अधिनियम,', 'conf': 94, 'text_left': 645, 'text_top': 203, 'text_width': 170, 'text_height': 71}, {'text': '957', 'conf': 0, 'text_left': 849, 'text_top': 220, 'text_width': 82, 'text_height': 54}, {'text': 'की', 'conf': 96, 'text_left': 940, 'text_top': 204, 'text_width': 65, 'text_height': 70}, {'text': 'धारा', 'conf': 58, 'text_left': 1031, 'text_top': 219, 'text_width': 71, 'text_height': 29}, {'text': '26', 'conf': 96, 'text_left': 1128, 'text_top': 220, 'text_width': 41, 'text_height': 28}, {'text': 'और', 'conf': 96, 'text_left': 1184, 'text_top': 202, 'text_width': 68, 'text_height': 72}, {'text': 'धारा', 'conf': 78, 'text_left': 1287, 'text_top': 219, 'text_width': 70, 'text_height': 55}, {'text': '25', 'conf': 96, 'text_left': 1379, 'text_top': 220, 'text_width': 44, 'text_height': 54}, {'text': 'की', 'conf': 94, 'text_left': 1450, 'text_top': 208, 'text_width': 47, 'text_height': 40}]",1,60,59,151,21, मध्याहन पश्चात्‌ 2-02,21,ABCDEE+DVBW-TTYogeshEN,#000000,,DVBW-TTYogeshEN,19,,"[{'text': 'मध्याहन', 'conf': 90, 'text_left': 169, 'text_top': 194, 'text_width': 131, 'text_height': 30}, {'text': 'पश्चात्\u200c', 'conf': 44, 'text_left': 318, 'text_top': 194, 'text_width': 115, 'text_height': 42}, {'text': '2-02', 'conf': 0, 'text_left': 473, 'text_top': 195, 'text_width': 76, 'text_height': 28}]",1,69,59,151,21, मध्याहन पश्चात्‌ 72-03,21,ABCDEE+DVBW-TTYogeshEN,#000000,,DVBW-TTYogeshEN,19,,"[{'text': 'मध्याहन', 'conf': 88, 'text_left': 169, 'text_top': 219, 'text_width': 131, 'text_height': 30}, {'text': 'पश्चात्\u200c', 'conf': 88, 'text_left': 318, 'text_top': 220, 'text_width': 115, 'text_height': 41}, {'text': '72-03', 'conf': 0, 'text_left': 453, 'text_top': 220, 'text_width': 96, 'text_height': 29}]",1,69,59,144,21, मध्याहन पश्चात्‌ 72-06,21,ABCDEE+DVBW-TTYogeshEN,#000000,,DVBW-TTYogeshEN,19,,"[{'text': 'मध्याहन', 'conf': 89, 'text_left': 169, 'text_top': 219, 'text_width': 131, 'text_height': 30}, {'text': 'पश्चात्\u200c', 'conf': 91, 'text_left': 318, 'text_top': 220, 'text_width': 115, 'text_height': 41}, {'text': '72-06', 'conf': 0, 'text_left': 453, 'text_top': 220, 'text_width': 96, 'text_height': 28}]",1,60,59,151,21, मध्याहन पश्चात्‌ 2-3,21,ABCDEE+DVBW-TTYogeshEN,#000000,,DVBW-TTYogeshEN,19,,"[{'text': 'मध्याहन', 'conf': 80, 'text_left': 163, 'text_top': 190, 'text_width': 135, 'text_height': 59}, {'text': 'पश्चात्\u200c', 'conf': 88, 'text_left': 299, 'text_top': 190, 'text_width': 134, 'text_height': 59}, {'text': '2-3', 'conf': 0, 'text_left': 453, 'text_top': 195, 'text_width': 91, 'text_height': 29}]",1,88,59,11,16, &.,13,Symbol,#000000,,Symbol,12,,"[{'text': '&.', 'conf': 82, 'text_left': 163, 'text_top': 269, 'text_width': 41, 'text_height': 45}]",1,60,113,407,21, मध्याहन पश्चात्‌ 2-53 4.00 a UA. UY ster,21,ABCDEE+DVBW-TTYogeshEN,#000000,,DVBW-TTYogeshEN,19,"{""index"":{""0"":0,""1"":1},""xml_index"":{""0"":1,""1"":2},""text_top"":{""0"":60,""1"":60},""text_left"":{""0"":113,""1"":330},""text_width"":{""0"":169,""1"":190},""text_height"":{""0"":21,""1"":21},""text"":{""0"":""\u00b3\u00d6\u00ac\u00b4\u00d6\u00d6\u00c5\u00ad\u00d6 \u00ae\u00d6\u00bf\u201c\u00d6\u00d6\u0178\u00d6\u00cb 2-53    "",""1"":""11.   \u00c1\u00d6\u00df \u2025\u00b3\u00d6. \u00ae\u00d6\u00df. \u2020\u201c\u00b4\u00d6\u00e3\u0178\u00d6\u00ad\u00d6  ""},""font_size"":{""0"":21,""1"":21},""font_family"":{""0"":""ABCDEE+DVBW-TTYogeshEN"",""1"":""ABCDEE+DVBW-TTYogeshEN""},""font_color"":{""0"":""#000000"",""1"":""#000000""},""attrib"":{""0"":"""",""1"":""""},""font_family_updated"":{""0"":""DVBW-TTYogeshEN"",""1"":""DVBW-TTYogeshEN""},""font_size_updated"":{""0"":19,""1"":19}}","[{'text': 'मध्याहन', 'conf': 91, 'text_left': 320, 'text_top': 194, 'text_width': 131, 'text_height': 30}, {'text': 'पश्चात्\u200c', 'conf': 69, 'text_left': 469, 'text_top': 194, 'text_width': 115, 'text_height': 42}, {'text': '2-53', 'conf': 96, 'text_left': 601, 'text_top': 195, 'text_width': 77, 'text_height': 29}, {'text': '4.00', 'conf': 53, 'text_left': 946, 'text_top': 195, 'text_width': 26, 'text_height': 28}, {'text': 'a', 'conf': 47, 'text_left': 1072, 'text_top': 183, 'text_width': 41, 'text_height': 66}, {'text': 'UA.', 'conf': 21, 'text_left': 1132, 'text_top': 194, 'text_width': 59, 'text_height': 55}, {'text': 'UY', 'conf': 34, 'text_left': 1213, 'text_top': 183, 'text_width': 43, 'text_height': 40}, {'text': 'ster', 'conf': 11, 'text_left': 1279, 'text_top': 194, 'text_width': 130, 'text_height': 55}]",1,81,59,143,21, मध्याहन पश्चात्‌ 6-48,21,ABCDEE+DVBW-TTYogeshEN,#000000,,DVBW-TTYogeshEN,19,,"[{'text': 'मध्याहन', 'conf': 89, 'text_left': 169, 'text_top': 254, 'text_width': 131, 'text_height': 30}, {'text': 'पश्चात्\u200c', 'conf': 92, 'text_left': 318, 'text_top': 254, 'text_width': 115, 'text_height': 42}, {'text': '6-48', 'conf': 0, 'text_left': 450, 'text_top': 255, 'text_width': 77, 'text_height': 29}]"
