,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords
0,0,109,591,159,19, दिनांक - 8.02.5,17,WGNJEK+KrutiDev040Wide,#000000,,KrutiDev040Wide,16,,"[{'text': 'दिनांक', 'conf': 92, 'text_left': 1644, 'text_top': 318, 'text_width': 127, 'text_height': 37}, {'text': '-', 'conf': 88, 'text_left': 1803, 'text_top': 341, 'text_width': 23, 'text_height': 3}, {'text': '8.02.5', 'conf': 0, 'text_left': 1869, 'text_top': 330, 'text_width': 213, 'text_height': 26}]",0,126,115,326,19, अभियोजन साक्षी संख्या - 3 उमेष्वर Rie,17,WGNJEK+KrutiDev040Wide,#000000,,KrutiDev040Wide,16,,"[{'text': 'अभियोजन', 'conf': 80, 'text_left': 326, 'text_top': 368, 'text_width': 205, 'text_height': 36}, {'text': 'साक्षी', 'conf': 93, 'text_left': 559, 'text_top': 369, 'text_width': 104, 'text_height': 37}, {'text': 'संख्या', 'conf': 87, 'text_left': 691, 'text_top': 369, 'text_width': 116, 'text_height': 35}, {'text': '-', 'conf': 87, 'text_left': 839, 'text_top': 391, 'text_width': 23, 'text_height': 3}, {'text': '3', 'conf': 87, 'text_left': 902, 'text_top': 380, 'text_width': 20, 'text_height': 26}, {'text': 'उमेष्वर', 'conf': 87, 'text_left': 957, 'text_top': 368, 'text_width': 136, 'text_height': 36}, {'text': 'Rie', 'conf': 83, 'text_left': 1120, 'text_top': 368, 'text_width': 80, 'text_height': 39}]",0,109,115,679,19, rer a लिये राइफल से गोली मार दिये जो विकास के मुंह में लगा । _ सेट्ठी Rie राइफल,17,WGNJEK+KrutiDev040Wide,#000000,,KrutiDev040Wide,16,,"[{'text': 'rer', 'conf': 45, 'text_left': 341, 'text_top': 314, 'text_width': 55, 'text_height': 66}, {'text': 'a', 'conf': 45, 'text_left': 416, 'text_top': 318, 'text_width': 68, 'text_height': 62}, {'text': 'लिये', 'conf': 94, 'text_left': 481, 'text_top': 314, 'text_width': 103, 'text_height': 51}, {'text': 'राइफल', 'conf': 95, 'text_left': 610, 'text_top': 314, 'text_width': 137, 'text_height': 66}, {'text': 'से', 'conf': 94, 'text_left': 749, 'text_top': 318, 'text_width': 71, 'text_height': 62}, {'text': 'गोली', 'conf': 96, 'text_left': 828, 'text_top': 314, 'text_width': 116, 'text_height': 66}, {'text': 'मार', 'conf': 94, 'text_left': 961, 'text_top': 315, 'text_width': 94, 'text_height': 65}, {'text': 'दिये', 'conf': 95, 'text_left': 1068, 'text_top': 314, 'text_width': 88, 'text_height': 66}, {'text': 'जो', 'conf': 94, 'text_left': 1185, 'text_top': 318, 'text_width': 52, 'text_height': 36}, {'text': 'विकास', 'conf': 93, 'text_left': 1267, 'text_top': 318, 'text_width': 132, 'text_height': 36}, {'text': 'के', 'conf': 94, 'text_left': 1411, 'text_top': 314, 'text_width': 58, 'text_height': 66}, {'text': 'मुंह', 'conf': 75, 'text_left': 1498, 'text_top': 319, 'text_width': 67, 'text_height': 47}, {'text': 'में', 'conf': 76, 'text_left': 1593, 'text_top': 318, 'text_width': 38, 'text_height': 36}, {'text': 'लगा', 'conf': 24, 'text_left': 1661, 'text_top': 330, 'text_width': 88, 'text_height': 50}, {'text': '।', 'conf': 24, 'text_left': 1742, 'text_top': 315, 'text_width': 9, 'text_height': 65}, {'text': '_', 'conf': 69, 'text_left': 1781, 'text_top': 371, 'text_width': 13, 'text_height': 9}, {'text': 'सेट्ठी', 'conf': 68, 'text_left': 1793, 'text_top': 314, 'text_width': 104, 'text_height': 66}, {'text': 'Rie', 'conf': 68, 'text_left': 1920, 'text_top': 314, 'text_width': 89, 'text_height': 66}, {'text': 'राइफल', 'conf': 95, 'text_left': 2039, 'text_top': 330, 'text_width': 142, 'text_height': 50}]",0,109,115,118,19, नहीं पाया गया ।,17,WGNJEK+KrutiDev040Wide,#000000,,KrutiDev040Wide,16,,"[{'text': 'नहीं', 'conf': 36, 'text_left': 323, 'text_top': 319, 'text_width': 76, 'text_height': 38}, {'text': 'पाया', 'conf': 94, 'text_left': 428, 'text_top': 330, 'text_width': 91, 'text_height': 24}, {'text': 'गया', 'conf': 6, 'text_left': 547, 'text_top': 330, 'text_width': 84, 'text_height': 24}, {'text': '।', 'conf': 6, 'text_left': 628, 'text_top': 313, 'text_width': 7, 'text_height': 51}]",0,109,115,689,19, आलोक में प्रतिरक्षा पक्ष की ओर से प्रसतुत दष्तावेजी साक्ष्य सहायक नही है ग अभिलेख पर,17,WGNJEK+KrutiDev040Wide,#000000,,KrutiDev040Wide,16,,"[{'text': 'आलोक', 'conf': 95, 'text_left': 326, 'text_top': 313, 'text_width': 139, 'text_height': 57}, {'text': 'में', 'conf': 74, 'text_left': 487, 'text_top': 314, 'text_width': 59, 'text_height': 66}, {'text': 'प्रतिरक्षा', 'conf': 90, 'text_left': 547, 'text_top': 314, 'text_width': 165, 'text_height': 66}, {'text': 'पक्ष', 'conf': 92, 'text_left': 741, 'text_top': 313, 'text_width': 68, 'text_height': 67}, {'text': 'की', 'conf': 95, 'text_left': 817, 'text_top': 313, 'text_width': 89, 'text_height': 67}, {'text': 'ओर', 'conf': 95, 'text_left': 924, 'text_top': 318, 'text_width': 74, 'text_height': 36}, {'text': 'से', 'conf': 83, 'text_left': 1016, 'text_top': 318, 'text_width': 51, 'text_height': 62}, {'text': 'प्रसतुत', 'conf': 88, 'text_left': 1087, 'text_top': 314, 'text_width': 141, 'text_height': 66}, {'text': 'दष्तावेजी', 'conf': 84, 'text_left': 1238, 'text_top': 313, 'text_width': 189, 'text_height': 67}, {'text': 'साक्ष्य', 'conf': 80, 'text_left': 1452, 'text_top': 330, 'text_width': 109, 'text_height': 47}, {'text': 'सहायक', 'conf': 95, 'text_left': 1590, 'text_top': 330, 'text_width': 152, 'text_height': 27}, {'text': 'नही', 'conf': 95, 'text_left': 1771, 'text_top': 319, 'text_width': 75, 'text_height': 38}, {'text': 'है', 'conf': 95, 'text_left': 1872, 'text_top': 317, 'text_width': 33, 'text_height': 40}, {'text': 'ग', 'conf': 0, 'text_left': 1921, 'text_top': 331, 'text_width': 17, 'text_height': 49}, {'text': 'अभिलेख', 'conf': 94, 'text_left': 1958, 'text_top': 318, 'text_width': 168, 'text_height': 36}, {'text': 'पर', 'conf': 95, 'text_left': 2155, 'text_top': 330, 'text_width': 56, 'text_height': 24}]",0,126,115,646,19, छानापुर 24.02.205,17,WGNJEK+KrutiDev040Wide,#000000,,KrutiDev040Wide,16,"{""index"":{""0"":0,""1"":1},""xml_index"":{""0"":0,""1"":1},""text_top"":{""0"":126,""1"":126},""text_left"":{""0"":115,""1"":644},""text_width"":{""0"":52,""1"":117},""text_height"":{""0"":19,""1"":19},""text"":{""0"":""Nkukiqj"",""1"":"" 24-02-2015""},""font_size"":{""0"":17,""1"":17},""font_family"":{""0"":""WGNJEK+KrutiDev040Wide"",""1"":""WGNJEK+KrutiDev040Wide""},""font_color"":{""0"":""#000000"",""1"":""#000000""},""attrib"":{""0"":"""",""1"":""""},""font_family_updated"":{""0"":""KrutiDev040Wide"",""1"":""KrutiDev040Wide""},""font_size_updated"":{""0"":16,""1"":16}}","[{'text': 'छानापुर', 'conf': 88, 'text_left': 319, 'text_top': 376, 'text_width': 146, 'text_height': 44}, {'text': '24.02.205', 'conf': 0, 'text_left': 1830, 'text_top': 380, 'text_width': 284, 'text_height': 26}]"
1,1,128,115,104,19, जिला - पटना,17,WGNJEK+KrutiDev040Wide,#000000,,KrutiDev040Wide,16,,"[{'text': 'जिला', 'conf': 89, 'text_left': 323, 'text_top': 371, 'text_width': 103, 'text_height': 36}, {'text': '-', 'conf': 89, 'text_left': 458, 'text_top': 394, 'text_width': 23, 'text_height': 3}, {'text': 'पटना', 'conf': 0, 'text_left': 512, 'text_top': 383, 'text_width': 101, 'text_height': 24}]",1,163,115,340,19, अभियोजन साक्षी संख्या - 4 घिवपूजन Rie,17,WGNJEK+KrutiDev040Wide,#000000,,KrutiDev040Wide,16,,"[{'text': 'अभियोजन', 'conf': 89, 'text_left': 326, 'text_top': 469, 'text_width': 205, 'text_height': 36}, {'text': 'साक्षी', 'conf': 95, 'text_left': 559, 'text_top': 470, 'text_width': 103, 'text_height': 37}, {'text': 'संख्या', 'conf': 86, 'text_left': 691, 'text_top': 470, 'text_width': 115, 'text_height': 35}, {'text': '-', 'conf': 86, 'text_left': 839, 'text_top': 492, 'text_width': 23, 'text_height': 3}, {'text': '4', 'conf': 88, 'text_left': 899, 'text_top': 482, 'text_width': 26, 'text_height': 24}, {'text': 'घिवपूजन', 'conf': 38, 'text_left': 957, 'text_top': 469, 'text_width': 174, 'text_height': 48}, {'text': 'Rie', 'conf': 84, 'text_left': 1159, 'text_top': 469, 'text_width': 81, 'text_height': 39}]",1,128,115,689,19, से गोली चलाये ot विकास के गर्दन में ‘CHT | ननन्‍्दा Ris agua a गोली चलाये जो विका,17,WGNJEK+KrutiDev040Wide,#000000,,KrutiDev040Wide,16,,"[{'text': 'से', 'conf': 94, 'text_left': 319, 'text_top': 355, 'text_width': 43, 'text_height': 68}, {'text': 'गोली', 'conf': 95, 'text_left': 370, 'text_top': 367, 'text_width': 119, 'text_height': 65}, {'text': 'चलाये', 'conf': 91, 'text_left': 515, 'text_top': 367, 'text_width': 122, 'text_height': 65}, {'text': 'ot', 'conf': 60, 'text_left': 658, 'text_top': 355, 'text_width': 64, 'text_height': 68}, {'text': 'विकास', 'conf': 96, 'text_left': 730, 'text_top': 367, 'text_width': 148, 'text_height': 65}, {'text': 'के', 'conf': 83, 'text_left': 900, 'text_top': 371, 'text_width': 50, 'text_height': 61}, {'text': 'गर्दन', 'conf': 93, 'text_left': 979, 'text_top': 370, 'text_width': 96, 'text_height': 38}, {'text': 'में', 'conf': 96, 'text_left': 1103, 'text_top': 371, 'text_width': 38, 'text_height': 36}, {'text': '‘CHT', 'conf': 35, 'text_left': 1161, 'text_top': 383, 'text_width': 98, 'text_height': 49}, {'text': '|', 'conf': 50, 'text_left': 1274, 'text_top': 384, 'text_width': 4, 'text_height': 24}, {'text': 'ननन्\u200d्दा', 'conf': 44, 'text_left': 1285, 'text_top': 383, 'text_width': 118, 'text_height': 49}, {'text': 'Ris', 'conf': 84, 'text_left': 1406, 'text_top': 355, 'text_width': 117, 'text_height': 77}, {'text': 'agua', 'conf': 54, 'text_left': 1540, 'text_top': 355, 'text_width': 111, 'text_height': 77}, {'text': 'a', 'conf': 88, 'text_left': 1688, 'text_top': 371, 'text_width': 39, 'text_height': 61}, {'text': 'गोली', 'conf': 69, 'text_left': 1737, 'text_top': 355, 'text_width': 121, 'text_height': 77}, {'text': 'चलाये', 'conf': 96, 'text_left': 1864, 'text_top': 355, 'text_width': 137, 'text_height': 69}, {'text': 'जो', 'conf': 93, 'text_left': 2010, 'text_top': 367, 'text_width': 74, 'text_height': 65}, {'text': 'विका', 'conf': 86, 'text_left': 2112, 'text_top': 371, 'text_width': 96, 'text_height': 36}]",1,145,115,692,19, i4. ऊभियोजन साक्षी संख्या - 5  पुलीस अधिकारी है तथा फर्दवयान मृत्यु समीक्षा रिपोर्ट,17,WGNJEK+KrutiDev040Wide,#000000,,KrutiDev040Wide,16,"{""index"":{""0"":0,""1"":1},""xml_index"":{""0"":1,""1"":2},""text_top"":{""0"":145,""1"":145},""text_left"":{""0"":115,""1"":168},""text_width"":{""0"":29,""1"":639},""text_height"":{""0"":19,""1"":19},""text"":{""0"":""11-"",""1"":""vfHk;kstu lk{kh la[;k & 5 iqyhl vf\/kdkjh gS rFkk QnZo;ku e`R;q leh{kk fjiksVZ ""},""font_size"":{""0"":17,""1"":17},""font_family"":{""0"":""WGNJEK+KrutiDev040Wide"",""1"":""WGNJEK+KrutiDev040Wide""},""font_color"":{""0"":""#000000"",""1"":""#000000""},""attrib"":{""0"":"""",""1"":""""},""font_family_updated"":{""0"":""KrutiDev040Wide"",""1"":""KrutiDev040Wide""},""font_size_updated"":{""0"":16,""1"":16}}","[{'text': 'i4.', 'conf': 0, 'text_left': 335, 'text_top': 433, 'text_width': 66, 'text_height': 24}, {'text': 'ऊभियोजन', 'conf': 32, 'text_left': 473, 'text_top': 420, 'text_width': 205, 'text_height': 60}, {'text': 'साक्षी', 'conf': 95, 'text_left': 706, 'text_top': 421, 'text_width': 104, 'text_height': 37}, {'text': 'संख्या', 'conf': 76, 'text_left': 837, 'text_top': 421, 'text_width': 117, 'text_height': 35}, {'text': '-', 'conf': 76, 'text_left': 986, 'text_top': 443, 'text_width': 23, 'text_height': 3}, {'text': '5', 'conf': 49, 'text_left': 1049, 'text_top': 433, 'text_width': 21, 'text_height': 25}, {'text': ' पुलीस', 'conf': 49, 'text_left': 1104, 'text_top': 421, 'text_width': 119, 'text_height': 47}, {'text': 'अधिकारी', 'conf': 96, 'text_left': 1254, 'text_top': 420, 'text_width': 172, 'text_height': 36}, {'text': 'है', 'conf': 88, 'text_left': 1452, 'text_top': 419, 'text_width': 41, 'text_height': 61}, {'text': 'तथा', 'conf': 88, 'text_left': 1513, 'text_top': 432, 'text_width': 79, 'text_height': 24}, {'text': 'फर्दवयान', 'conf': 77, 'text_left': 1620, 'text_top': 419, 'text_width': 176, 'text_height': 38}, {'text': 'मृत्यु', 'conf': 93, 'text_left': 1825, 'text_top': 432, 'text_width': 88, 'text_height': 36}, {'text': 'समीक्षा', 'conf': 92, 'text_left': 1922, 'text_top': 421, 'text_width': 161, 'text_height': 59}, {'text': 'रिपोर्ट', 'conf': 95, 'text_left': 2111, 'text_top': 419, 'text_width': 108, 'text_height': 37}]",1,128,115,673,19, इस वाद विचार के तीनों अभियुक्तों के विरूद्ध प्याप्त खुसंगत साक्ष्य उपलबध हे। इस वाद,17,WGNJEK+KrutiDev040Wide,#000000,,KrutiDev040Wide,16,,"[{'text': 'इस', 'conf': 96, 'text_left': 323, 'text_top': 383, 'text_width': 67, 'text_height': 49}, {'text': 'वाद', 'conf': 94, 'text_left': 419, 'text_top': 383, 'text_width': 76, 'text_height': 49}, {'text': 'विचार', 'conf': 96, 'text_left': 496, 'text_top': 367, 'text_width': 131, 'text_height': 65}, {'text': 'के', 'conf': 26, 'text_left': 652, 'text_top': 355, 'text_width': 44, 'text_height': 77}, {'text': 'तीनों', 'conf': 89, 'text_left': 713, 'text_top': 355, 'text_width': 107, 'text_height': 68}, {'text': 'अभियुक्तों', 'conf': 72, 'text_left': 850, 'text_top': 367, 'text_width': 196, 'text_height': 65}, {'text': 'के', 'conf': 95, 'text_left': 1071, 'text_top': 371, 'text_width': 41, 'text_height': 36}, {'text': 'विरूद्ध', 'conf': 93, 'text_left': 1141, 'text_top': 355, 'text_width': 115, 'text_height': 56}, {'text': 'प्याप्त', 'conf': 90, 'text_left': 1285, 'text_top': 370, 'text_width': 111, 'text_height': 37}, {'text': 'खुसंगत', 'conf': 81, 'text_left': 1405, 'text_top': 355, 'text_width': 160, 'text_height': 77}, {'text': 'साक्ष्य', 'conf': 81, 'text_left': 1583, 'text_top': 368, 'text_width': 112, 'text_height': 64}, {'text': 'उपलबध', 'conf': 86, 'text_left': 1733, 'text_top': 355, 'text_width': 161, 'text_height': 52}, {'text': 'हे।', 'conf': 55, 'text_left': 1918, 'text_top': 371, 'text_width': 50, 'text_height': 39}, {'text': 'इस', 'conf': 96, 'text_left': 1999, 'text_top': 383, 'text_width': 66, 'text_height': 31}, {'text': 'वाद', 'conf': 96, 'text_left': 2094, 'text_top': 383, 'text_width': 70, 'text_height': 25}]",2,163,115,106,19, 24.02.205,17,WGNJEK+KrutiDev040Wide,#000000,,KrutiDev040Wide,16,,"[{'text': '24.02.205', 'conf': 0, 'text_left': 331, 'text_top': 481, 'text_width': 284, 'text_height': 26}]"
2,2,147,115,500,19, न्यायालय - अपर जिला एवं सत्र न्यायाधीष दानापुर जिला - पटना,17,WGNJEK+KrutiDev040Wide,#000000,,KrutiDev040Wide,16,,"[{'text': 'न्यायालय', 'conf': 74, 'text_left': 323, 'text_top': 437, 'text_width': 184, 'text_height': 49}, {'text': '-', 'conf': 91, 'text_left': 540, 'text_top': 448, 'text_width': 23, 'text_height': 3}, {'text': 'अपर', 'conf': 96, 'text_left': 597, 'text_top': 436, 'text_width': 92, 'text_height': 25}, {'text': 'जिला', 'conf': 96, 'text_left': 716, 'text_top': 425, 'text_width': 113, 'text_height': 61}, {'text': 'एवं', 'conf': 95, 'text_left': 838, 'text_top': 426, 'text_width': 69, 'text_height': 58}, {'text': 'सत्र', 'conf': 91, 'text_left': 936, 'text_top': 437, 'text_width': 71, 'text_height': 24}, {'text': 'न्यायाधीष', 'conf': 41, 'text_left': 1036, 'text_top': 426, 'text_width': 190, 'text_height': 35}, {'text': 'दानापुर', 'conf': 89, 'text_left': 1254, 'text_top': 437, 'text_width': 142, 'text_height': 36}, {'text': 'जिला', 'conf': 90, 'text_left': 1422, 'text_top': 425, 'text_width': 103, 'text_height': 36}, {'text': '-', 'conf': 89, 'text_left': 1557, 'text_top': 448, 'text_width': 23, 'text_height': 3}, {'text': 'पटना', 'conf': 92, 'text_left': 1611, 'text_top': 437, 'text_width': 101, 'text_height': 24}]",2,200,115,383,19, अभियोजन साक्षी संख्या - 5 रामचनद्र प्रसाद यादव,17,WGNJEK+KrutiDev040Wide,#000000,,KrutiDev040Wide,16,,"[{'text': 'अभियोजन', 'conf': 87, 'text_left': 326, 'text_top': 571, 'text_width': 205, 'text_height': 36}, {'text': 'साक्षी', 'conf': 92, 'text_left': 559, 'text_top': 572, 'text_width': 104, 'text_height': 37}, {'text': 'संख्या', 'conf': 80, 'text_left': 691, 'text_top': 572, 'text_width': 116, 'text_height': 35}, {'text': '-', 'conf': 80, 'text_left': 839, 'text_top': 594, 'text_width': 23, 'text_height': 3}, {'text': '5', 'conf': 61, 'text_left': 902, 'text_top': 584, 'text_width': 21, 'text_height': 25}, {'text': 'रामचनद्र', 'conf': 82, 'text_left': 957, 'text_top': 583, 'text_width': 163, 'text_height': 26}, {'text': 'प्रसाद', 'conf': 92, 'text_left': 1150, 'text_top': 583, 'text_width': 108, 'text_height': 26}, {'text': 'यादव', 'conf': 96, 'text_left': 1287, 'text_top': 583, 'text_width': 103, 'text_height': 25}]",2,147,115,662,19, a को दाहिना तरफ पंजरा में लगा। इतने _ में विकास Rie fre गये | इसके बाद अषोक,17,WGNJEK+KrutiDev040Wide,#000000,,KrutiDev040Wide,16,,"[{'text': 'a', 'conf': 58, 'text_left': 323, 'text_top': 437, 'text_width': 47, 'text_height': 49}, {'text': 'को', 'conf': 91, 'text_left': 391, 'text_top': 425, 'text_width': 53, 'text_height': 36}, {'text': 'दाहिना', 'conf': 89, 'text_left': 474, 'text_top': 425, 'text_width': 128, 'text_height': 39}, {'text': 'तरफ', 'conf': 96, 'text_left': 631, 'text_top': 437, 'text_width': 94, 'text_height': 24}, {'text': 'पंजरा', 'conf': 88, 'text_left': 737, 'text_top': 420, 'text_width': 121, 'text_height': 66}, {'text': 'में', 'conf': 78, 'text_left': 870, 'text_top': 420, 'text_width': 59, 'text_height': 66}, {'text': 'लगा।', 'conf': 90, 'text_left': 955, 'text_top': 437, 'text_width': 107, 'text_height': 49}, {'text': 'इतने', 'conf': 91, 'text_left': 1071, 'text_top': 420, 'text_width': 108, 'text_height': 66}, {'text': '_', 'conf': 57, 'text_left': 1194, 'text_top': 478, 'text_width': 15, 'text_height': 8}, {'text': 'में', 'conf': 90, 'text_left': 1209, 'text_top': 408, 'text_width': 69, 'text_height': 78}, {'text': 'विकास', 'conf': 95, 'text_left': 1282, 'text_top': 408, 'text_width': 128, 'text_height': 78}, {'text': 'Rie', 'conf': 73, 'text_left': 1439, 'text_top': 408, 'text_width': 86, 'text_height': 78}, {'text': 'fre', 'conf': 70, 'text_left': 1533, 'text_top': 408, 'text_width': 95, 'text_height': 64}, {'text': 'गये', 'conf': 81, 'text_left': 1654, 'text_top': 425, 'text_width': 70, 'text_height': 36}, {'text': '|', 'conf': 64, 'text_left': 1741, 'text_top': 438, 'text_width': 4, 'text_height': 24}, {'text': 'इसके', 'conf': 75, 'text_left': 1772, 'text_top': 421, 'text_width': 106, 'text_height': 65}, {'text': 'बाद', 'conf': 79, 'text_left': 1890, 'text_top': 421, 'text_width': 95, 'text_height': 50}, {'text': 'अषोक', 'conf': 85, 'text_left': 2011, 'text_top': 421, 'text_width': 122, 'text_height': 65}]",3,164,115,640,19, तथा मृतक षरीर का चालान प्रदष - 2 प्रदष - 4 प्रदर्ष - 6 का सत्यापन किया है।,17,WGNJEK+KrutiDev040Wide,#000000,,KrutiDev040Wide,16,,"[{'text': 'तथा', 'conf': 94, 'text_left': 323, 'text_top': 455, 'text_width': 80, 'text_height': 54}, {'text': 'मृतक', 'conf': 9, 'text_left': 430, 'text_top': 455, 'text_width': 109, 'text_height': 64}, {'text': 'षरीर', 'conf': 91, 'text_left': 551, 'text_top': 455, 'text_width': 121, 'text_height': 54}, {'text': 'का', 'conf': 95, 'text_left': 687, 'text_top': 455, 'text_width': 54, 'text_height': 54}, {'text': 'चालान', 'conf': 93, 'text_left': 749, 'text_top': 455, 'text_width': 150, 'text_height': 54}, {'text': 'प्रदष', 'conf': 84, 'text_left': 927, 'text_top': 455, 'text_width': 89, 'text_height': 56}, {'text': '-', 'conf': 91, 'text_left': 1048, 'text_top': 455, 'text_width': 23, 'text_height': 44}, {'text': '2', 'conf': 92, 'text_left': 1108, 'text_top': 455, 'text_width': 26, 'text_height': 55}, {'text': 'प्रदष', 'conf': 86, 'text_left': 1142, 'text_top': 455, 'text_width': 113, 'text_height': 56}, {'text': '-', 'conf': 91, 'text_left': 1283, 'text_top': 455, 'text_width': 27, 'text_height': 44}, {'text': '4', 'conf': 93, 'text_left': 1328, 'text_top': 455, 'text_width': 56, 'text_height': 55}, {'text': 'प्रदर्ष', 'conf': 90, 'text_left': 1400, 'text_top': 455, 'text_width': 93, 'text_height': 56}, {'text': '-', 'conf': 90, 'text_left': 1523, 'text_top': 455, 'text_width': 50, 'text_height': 44}, {'text': '6', 'conf': 96, 'text_left': 1583, 'text_top': 455, 'text_width': 27, 'text_height': 55}, {'text': 'का', 'conf': 96, 'text_left': 1639, 'text_top': 455, 'text_width': 71, 'text_height': 54}, {'text': 'सत्यापन', 'conf': 94, 'text_left': 1705, 'text_top': 455, 'text_width': 187, 'text_height': 77}, {'text': 'किया', 'conf': 93, 'text_left': 1897, 'text_top': 455, 'text_width': 116, 'text_height': 77}, {'text': 'है।', 'conf': 91, 'text_left': 2045, 'text_top': 455, 'text_width': 55, 'text_height': 57}]",2,147,115,674,19, विचार aA अभियोजन पक्ष अभियुक्तों पर लगाया भाएद0वि0 की धरा 302/3 4 तथा धारा,17,WGNJEK+KrutiDev040Wide,#000000,,KrutiDev040Wide,16,,"[{'text': 'विचार', 'conf': 95, 'text_left': 319, 'text_top': 408, 'text_width': 115, 'text_height': 63}, {'text': 'aA', 'conf': 72, 'text_left': 462, 'text_top': 421, 'text_width': 26, 'text_height': 50}, {'text': 'अभियोजन', 'conf': 91, 'text_left': 533, 'text_top': 421, 'text_width': 204, 'text_height': 65}, {'text': 'पक्ष', 'conf': 91, 'text_left': 766, 'text_top': 422, 'text_width': 70, 'text_height': 49}, {'text': 'अभियुक्तों', 'conf': 78, 'text_left': 866, 'text_top': 408, 'text_width': 187, 'text_height': 78}, {'text': 'पर', 'conf': 52, 'text_left': 1079, 'text_top': 437, 'text_width': 64, 'text_height': 49}, {'text': 'लगाया', 'conf': 96, 'text_left': 1145, 'text_top': 408, 'text_width': 157, 'text_height': 78}, {'text': 'भाएद0वि0', 'conf': 50, 'text_left': 1327, 'text_top': 408, 'text_width': 217, 'text_height': 78}, {'text': 'की', 'conf': 94, 'text_left': 1579, 'text_top': 425, 'text_width': 55, 'text_height': 61}, {'text': 'धरा', 'conf': 95, 'text_left': 1661, 'text_top': 408, 'text_width': 68, 'text_height': 64}, {'text': '302/3', 'conf': 88, 'text_left': 1769, 'text_top': 437, 'text_width': 139, 'text_height': 49}, {'text': '4', 'conf': 95, 'text_left': 1918, 'text_top': 408, 'text_width': 26, 'text_height': 54}, {'text': 'तथा', 'conf': 87, 'text_left': 1977, 'text_top': 408, 'text_width': 78, 'text_height': 53}, {'text': 'धारा', 'conf': 94, 'text_left': 2074, 'text_top': 421, 'text_width': 98, 'text_height': 50}]",,,,,,,,,,,,,,
