,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords
0,0,344,402,88,17, लोक सभा,30,ANJANK+TTFFBE8570O00,#231f20,,TTFFBE8570O00,28,,"[{'text': 'लोक', 'conf': 95, 'text_left': 1119, 'text_top': 955, 'text_width': 121, 'text_height': 59}, {'text': 'सभा', 'conf': 95, 'text_left': 1263, 'text_top': 970, 'text_width': 105, 'text_height': 44}]",0,252,441,8,17, 2.0,15,ANJANL+Times,#231f20,,Times,14,,"[{'text': '2.0', 'conf': 95.0, 'text_left': 1231, 'text_top': 724, 'text_width': 18, 'text_height': 28}]",0,252,441,8,17, 3.0,15,ANJANL+Times,#231f20,,Times,14,,"[{'text': '3.0', 'conf': 95.0, 'text_left': 1231, 'text_top': 724, 'text_width': 16, 'text_height': 29}]",0,252,441,8,17, 4.0,15,ANJANL+Times,#231f20,,Times,14,,"[{'text': '4.0', 'conf': 96.0, 'text_left': 1230, 'text_top': 724, 'text_width': 19, 'text_height': 28}]",0,252,441,8,17, 5.0,15,ANJANL+Times,#231f20,,Times,14,,"[{'text': '5.0', 'conf': 96.0, 'text_left': 1231, 'text_top': 724, 'text_width': 16, 'text_height': 29}]",0,252,441,8,17, 6.0,15,ANJANL+Times,#231f20,,Times,14,,"[{'text': '6.0', 'conf': 91.0, 'text_left': 1231, 'text_top': 724, 'text_width': 18, 'text_height': 29}]",0,252,441,8,17, 7.0,15,ANJANL+Times,#231f20,,Times,14,,"[{'text': '7.0', 'conf': 96.0, 'text_left': 1231, 'text_top': 724, 'text_width': 17, 'text_height': 28}]"
1,1,377,419,55,17, ——___,15,ANJANL+Times,#231f20,,Times,14,,"[{'text': '——___', 'conf': 22, 'text_left': 1167, 'text_top': 1088, 'text_width': 154, 'text_height': 3}]",1,295,284,396,10," (दो) ब्रिटिश इंडिया कारपोरेशन लिमिटेड, कानपुर तथा इसकी आनुषं॑गिकियों का",18,ANJEDJ+TT2A4EO00,#231f20,,TT2A4EO00,17,,"[{'text': '(दो)', 'conf': 85, 'text_left': 797, 'text_top': 821, 'text_width': 66, 'text_height': 42}, {'text': 'ब्रिटिश', 'conf': 85, 'text_left': 891, 'text_top': 822, 'text_width': 93, 'text_height': 37}, {'text': 'इंडिया', 'conf': 93, 'text_left': 992, 'text_top': 822, 'text_width': 86, 'text_height': 41}, {'text': 'कारपोरेशन', 'conf': 90, 'text_left': 1086, 'text_top': 821, 'text_width': 150, 'text_height': 38}, {'text': 'लिमिटेड,', 'conf': 96, 'text_left': 1245, 'text_top': 821, 'text_width': 123, 'text_height': 43}, {'text': 'कानपुर', 'conf': 95, 'text_left': 1381, 'text_top': 832, 'text_width': 101, 'text_height': 35}, {'text': 'तथा', 'conf': 95, 'text_left': 1490, 'text_top': 832, 'text_width': 57, 'text_height': 26}, {'text': 'इसकी', 'conf': 93, 'text_left': 1555, 'text_top': 821, 'text_width': 87, 'text_height': 42}, {'text': 'आनुषं॑गिकियों', 'conf': 38, 'text_left': 1654, 'text_top': 821, 'text_width': 189, 'text_height': 46}, {'text': 'का', 'conf': 96, 'text_left': 1851, 'text_top': 832, 'text_width': 44, 'text_height': 26}]",1,295,284,396,10," (दो) राष्ट्रीय होम्योपैथी संस्थान, कोलकाता के वर्ष 207-208 के कार्यकरण",18,ANJEDJ+TT2A4EO00,#231f20,,TT2A4EO00,17,,"[{'text': '(दो)', 'conf': 94, 'text_left': 797, 'text_top': 821, 'text_width': 66, 'text_height': 42}, {'text': 'राष्ट्रीय', 'conf': 94, 'text_left': 891, 'text_top': 821, 'text_width': 91, 'text_height': 45}, {'text': 'होम्योपैथी', 'conf': 92, 'text_left': 992, 'text_top': 819, 'text_width': 134, 'text_height': 42}, {'text': 'संस्थान,', 'conf': 95, 'text_left': 1148, 'text_top': 822, 'text_width': 106, 'text_height': 42}, {'text': 'कोलकाता', 'conf': 96, 'text_left': 1268, 'text_top': 821, 'text_width': 143, 'text_height': 37}, {'text': 'के', 'conf': 96, 'text_left': 1420, 'text_top': 822, 'text_width': 34, 'text_height': 36}, {'text': 'वर्ष', 'conf': 93, 'text_left': 1464, 'text_top': 820, 'text_width': 47, 'text_height': 38}, {'text': '207-208', 'conf': 0, 'text_left': 1523, 'text_top': 832, 'text_width': 175, 'text_height': 26}, {'text': 'के', 'conf': 93, 'text_left': 1711, 'text_top': 821, 'text_width': 34, 'text_height': 36}, {'text': 'कार्यकरण', 'conf': 92, 'text_left': 1755, 'text_top': 821, 'text_width': 140, 'text_height': 37}]",1,295,212,110,10, 4. राज्य सभा से संदेश,18,ANJCNB+TT2A4CO00,#231f20,,TT2A4CO00,17,,"[{'text': '4.', 'conf': 96, 'text_left': 596, 'text_top': 832, 'text_width': 27, 'text_height': 26}, {'text': 'राज्य', 'conf': 94, 'text_left': 638, 'text_top': 832, 'text_width': 66, 'text_height': 26}, {'text': 'सभा', 'conf': 96, 'text_left': 714, 'text_top': 832, 'text_width': 62, 'text_height': 26}, {'text': 'से', 'conf': 96, 'text_left': 787, 'text_top': 821, 'text_width': 28, 'text_height': 37}, {'text': 'संदेश', 'conf': 95, 'text_left': 826, 'text_top': 821, 'text_width': 76, 'text_height': 40}]",1,295,212,468,10, राज्य मंत्री तथा अंतरिक्ष विभाग में राज्य मंत्री ( श्री जितेन्द्र सिंह ) ने सदस्यों द्वारा पूछे गए स्पष्टीकारक,18,ANJEDJ+TT2A4EO00,#231f20,,TT2A4EO00,17,,"[{'text': 'राज्य', 'conf': 93, 'text_left': 593, 'text_top': 832, 'text_width': 65, 'text_height': 26}, {'text': 'मंत्री', 'conf': 96, 'text_left': 665, 'text_top': 821, 'text_width': 59, 'text_height': 37}, {'text': 'तथा', 'conf': 97, 'text_left': 731, 'text_top': 832, 'text_width': 57, 'text_height': 26}, {'text': 'अंतरिक्ष', 'conf': 95, 'text_left': 797, 'text_top': 822, 'text_width': 102, 'text_height': 38}, {'text': 'विभाग', 'conf': 96, 'text_left': 906, 'text_top': 822, 'text_width': 90, 'text_height': 36}, {'text': 'में', 'conf': 96, 'text_left': 1004, 'text_top': 821, 'text_width': 26, 'text_height': 37}, {'text': 'राज्य', 'conf': 95, 'text_left': 1037, 'text_top': 832, 'text_width': 65, 'text_height': 26}, {'text': 'मंत्री', 'conf': 93, 'text_left': 1109, 'text_top': 821, 'text_width': 59, 'text_height': 37}, {'text': '(', 'conf': 92, 'text_left': 1180, 'text_top': 826, 'text_width': 12, 'text_height': 37}, {'text': 'श्री', 'conf': 95, 'text_left': 1201, 'text_top': 821, 'text_width': 35, 'text_height': 37}, {'text': 'जितेन्द्र', 'conf': 89, 'text_left': 1243, 'text_top': 822, 'text_width': 91, 'text_height': 39}, {'text': 'सिंह', 'conf': 84, 'text_left': 1341, 'text_top': 822, 'text_width': 74, 'text_height': 41}, {'text': ')', 'conf': 84, 'text_left': 1404, 'text_top': 819, 'text_width': 21, 'text_height': 52}, {'text': 'ने', 'conf': 96, 'text_left': 1427, 'text_top': 821, 'text_width': 23, 'text_height': 37}, {'text': 'सदस्यों', 'conf': 83, 'text_left': 1458, 'text_top': 821, 'text_width': 96, 'text_height': 40}, {'text': 'द्वारा', 'conf': 96, 'text_left': 1561, 'text_top': 832, 'text_width': 55, 'text_height': 30}, {'text': 'पूछे', 'conf': 96, 'text_left': 1623, 'text_top': 822, 'text_width': 49, 'text_height': 47}, {'text': 'गए', 'conf': 92, 'text_left': 1677, 'text_top': 832, 'text_width': 47, 'text_height': 32}, {'text': 'स्पष्टीकारक', 'conf': 86, 'text_left': 1730, 'text_top': 821, 'text_width': 165, 'text_height': 37}]",1,295,241,130,10, [4. श्री एनण्के० प्रेमचन्द्रन,18,ANJEDJ+TT2A4EO00,#231f20,,TT2A4EO00,17,,"[{'text': '[4.', 'conf': 0, 'text_left': 678, 'text_top': 832, 'text_width': 46, 'text_height': 26}, {'text': 'श्री', 'conf': 93, 'text_left': 747, 'text_top': 821, 'text_width': 35, 'text_height': 37}, {'text': 'एनण्के०', 'conf': 75, 'text_left': 797, 'text_top': 822, 'text_width': 97, 'text_height': 42}, {'text': 'प्रेमचन्द्रन', 'conf': 78, 'text_left': 910, 'text_top': 821, 'text_width': 126, 'text_height': 40}]",1,295,249,97,10, 2. श्री अनुराग शर्मा,18,ANJEDJ+TT2A4EO00,#231f20,,TT2A4EO00,17,,"[{'text': '2.', 'conf': 96, 'text_left': 698, 'text_top': 832, 'text_width': 26, 'text_height': 26}, {'text': 'श्री', 'conf': 95, 'text_left': 747, 'text_top': 821, 'text_width': 35, 'text_height': 37}, {'text': 'अनुराग', 'conf': 95, 'text_left': 797, 'text_top': 832, 'text_width': 97, 'text_height': 35}, {'text': 'शर्मा', 'conf': 96, 'text_left': 906, 'text_top': 820, 'text_width': 62, 'text_height': 39}]"
2,2,411,394,103,15, समाचार--भाग |,21,ANJANM+TT2A49O00,#231f20,,TT2A49O00,19,"{""index"":{""0"":0,""1"":1,""2"":2},""xml_index"":{""0"":2,""1"":3,""2"":4},""text_top"":{""0"":414,""1"":411,""2"":414},""text_left"":{""0"":394,""1"":443,""2"":457},""text_width"":{""0"":47,""1"":15,""2"":40},""text_height"":{""0"":12,""1"":17,""2"":12},""text"":{""0"":""lekpkj"",""1"":""\u2014"",""2"":""Hkkx 1""},""font_size"":{""0"":21,""1"":15,""2"":21},""font_family"":{""0"":""ANJANM+TT2A49O00"",""1"":""ANJANL+Times"",""2"":""ANJANM+TT2A49O00""},""font_color"":{""0"":""#231f20"",""1"":""#231f20"",""2"":""#231f20""},""attrib"":{""0"":"""",""1"":""SUPERSCRIPT"",""2"":""""},""font_family_updated"":{""0"":""TT2A49O00"",""1"":""Times"",""2"":""TT2A49O00""},""font_size_updated"":{""0"":19,""1"":14,""2"":19}}","[{'text': 'समाचार--भाग', 'conf': 46, 'text_left': 1099, 'text_top': 1162, 'text_width': 245, 'text_height': 31}, {'text': '|', 'conf': 34, 'text_left': 1371, 'text_top': 1163, 'text_width': 12, 'text_height': 29}]",2,316,320,360,10," वर्ष 206-207 का वार्षिक प्रतिवेदन, लेखापरीक्षित लेखे तथा उन पर",18,ANJEDJ+TT2A4EO00,#231f20,,TT2A4EO00,17,,"[{'text': 'वर्ष', 'conf': 90, 'text_left': 892, 'text_top': 881, 'text_width': 47, 'text_height': 37}, {'text': '206-207', 'conf': 0, 'text_left': 958, 'text_top': 892, 'text_width': 174, 'text_height': 26}, {'text': 'का', 'conf': 96, 'text_left': 1152, 'text_top': 892, 'text_width': 44, 'text_height': 26}, {'text': 'वार्षिक', 'conf': 95, 'text_left': 1211, 'text_top': 881, 'text_width': 96, 'text_height': 37}, {'text': 'प्रतिवेदन,', 'conf': 93, 'text_left': 1322, 'text_top': 881, 'text_width': 122, 'text_height': 43}, {'text': 'लेखापरीक्षित', 'conf': 90, 'text_left': 1464, 'text_top': 881, 'text_width': 171, 'text_height': 38}, {'text': 'लेखे', 'conf': 90, 'text_left': 1651, 'text_top': 881, 'text_width': 61, 'text_height': 37}, {'text': 'तथा', 'conf': 96, 'text_left': 1727, 'text_top': 892, 'text_width': 56, 'text_height': 26}, {'text': 'उन', 'conf': 96, 'text_left': 1797, 'text_top': 892, 'text_width': 44, 'text_height': 26}, {'text': 'पर', 'conf': 96, 'text_left': 1856, 'text_top': 892, 'text_width': 39, 'text_height': 26}]",2,316,320,343,10, की सरकार द्वारा समीक्षा की एक प्रति (हिन्दी तथा अंग्रेजी संस्करण ) ।,18,ANJEDJ+TT2A4EO00,#231f20,,TT2A4EO00,17,,"[{'text': 'की', 'conf': 96, 'text_left': 892, 'text_top': 881, 'text_width': 45, 'text_height': 37}, {'text': 'सरकार', 'conf': 96, 'text_left': 947, 'text_top': 892, 'text_width': 99, 'text_height': 26}, {'text': 'द्वारा', 'conf': 95, 'text_left': 1056, 'text_top': 892, 'text_width': 56, 'text_height': 30}, {'text': 'समीक्षा', 'conf': 95, 'text_left': 1121, 'text_top': 881, 'text_width': 99, 'text_height': 39}, {'text': 'की', 'conf': 96, 'text_left': 1230, 'text_top': 881, 'text_width': 44, 'text_height': 37}, {'text': 'एक', 'conf': 96, 'text_left': 1285, 'text_top': 892, 'text_width': 55, 'text_height': 32}, {'text': 'प्रति', 'conf': 93, 'text_left': 1350, 'text_top': 882, 'text_width': 55, 'text_height': 36}, {'text': '(हिन्दी', 'conf': 81, 'text_left': 1420, 'text_top': 881, 'text_width': 91, 'text_height': 42}, {'text': 'तथा', 'conf': 96, 'text_left': 1522, 'text_top': 892, 'text_width': 57, 'text_height': 26}, {'text': 'अंग्रेजी', 'conf': 96, 'text_left': 1591, 'text_top': 881, 'text_width': 90, 'text_height': 37}, {'text': 'संस्करण', 'conf': 84, 'text_left': 1691, 'text_top': 882, 'text_width': 135, 'text_height': 41}, {'text': ')', 'conf': 84, 'text_left': 1807, 'text_top': 877, 'text_width': 20, 'text_height': 51}, {'text': '।', 'conf': 89, 'text_left': 1843, 'text_top': 893, 'text_width': 3, 'text_height': 25}]",2,324,230,450,10," महासचिव ने राज्य सभा से प्राप्त संदेश की सूचना दी कि राज्य सभा 7 Fes, 209 Hl Bs",18,ANJEDJ+TT2A4EO00,#231f20,,TT2A4EO00,17,,"[{'text': 'महासचिव', 'conf': 94, 'text_left': 643, 'text_top': 904, 'text_width': 140, 'text_height': 39}, {'text': 'ने', 'conf': 96, 'text_left': 793, 'text_top': 903, 'text_width': 23, 'text_height': 37}, {'text': 'राज्य', 'conf': 96, 'text_left': 826, 'text_top': 914, 'text_width': 65, 'text_height': 26}, {'text': 'सभा', 'conf': 96, 'text_left': 901, 'text_top': 914, 'text_width': 62, 'text_height': 26}, {'text': 'से', 'conf': 96, 'text_left': 972, 'text_top': 903, 'text_width': 28, 'text_height': 37}, {'text': 'प्राप्त', 'conf': 95, 'text_left': 1010, 'text_top': 914, 'text_width': 64, 'text_height': 26}, {'text': 'संदेश', 'conf': 96, 'text_left': 1083, 'text_top': 903, 'text_width': 76, 'text_height': 40}, {'text': 'की', 'conf': 96, 'text_left': 1168, 'text_top': 903, 'text_width': 44, 'text_height': 36}, {'text': 'सूचना', 'conf': 96, 'text_left': 1221, 'text_top': 914, 'text_width': 86, 'text_height': 37}, {'text': 'दी', 'conf': 96, 'text_left': 1315, 'text_top': 903, 'text_width': 34, 'text_height': 40}, {'text': 'कि', 'conf': 96, 'text_left': 1358, 'text_top': 904, 'text_width': 45, 'text_height': 35}, {'text': 'राज्य', 'conf': 95, 'text_left': 1412, 'text_top': 914, 'text_width': 65, 'text_height': 26}, {'text': 'सभा', 'conf': 93, 'text_left': 1487, 'text_top': 914, 'text_width': 62, 'text_height': 26}, {'text': '7', 'conf': 0, 'text_left': 1564, 'text_top': 914, 'text_width': 31, 'text_height': 26}, {'text': 'Fes,', 'conf': 14, 'text_left': 1608, 'text_top': 903, 'text_width': 91, 'text_height': 47}, {'text': '209', 'conf': 0, 'text_left': 1716, 'text_top': 914, 'text_width': 75, 'text_height': 26}, {'text': 'Hl', 'conf': 63, 'text_left': 1803, 'text_top': 904, 'text_width': 43, 'text_height': 36}, {'text': 'Bs', 'conf': 64, 'text_left': 1855, 'text_top': 903, 'text_width': 39, 'text_height': 47}]",2,316,212,103,10, प्रश्नों का उत्तर दिया।,18,ANJEDJ+TT2A4EO00,#231f20,,TT2A4EO00,17,,"[{'text': 'प्रश्नों', 'conf': 94, 'text_left': 593, 'text_top': 881, 'text_width': 71, 'text_height': 38}, {'text': 'का', 'conf': 96, 'text_left': 675, 'text_top': 892, 'text_width': 43, 'text_height': 26}, {'text': 'उत्तर', 'conf': 93, 'text_left': 727, 'text_top': 892, 'text_width': 64, 'text_height': 26}, {'text': 'दिया।', 'conf': 92, 'text_left': 801, 'text_top': 882, 'text_width': 66, 'text_height': 39}]",2,322,242,112,10," [5. डॉ० के"" जयकुमार",18,ANJEDJ+TT2A4EO00,#231f20,,TT2A4EO00,17,,"[{'text': '[5.', 'conf': 0, 'text_left': 680, 'text_top': 909, 'text_width': 43, 'text_height': 26}, {'text': 'डॉ०', 'conf': 86, 'text_left': 742, 'text_top': 902, 'text_width': 44, 'text_height': 33}, {'text': 'के""', 'conf': 92, 'text_left': 800, 'text_top': 899, 'text_width': 43, 'text_height': 36}, {'text': 'जयकुमार', 'conf': 73, 'text_left': 857, 'text_top': 909, 'text_width': 132, 'text_height': 35}]",2,324,249,140,10, 3. श्री विनोद कुमार सोनकर,18,ANJEDJ+TT2A4EO00,#231f20,,TT2A4EO00,17,,"[{'text': '3.', 'conf': 95, 'text_left': 699, 'text_top': 914, 'text_width': 25, 'text_height': 26}, {'text': 'श्री', 'conf': 95, 'text_left': 748, 'text_top': 903, 'text_width': 34, 'text_height': 37}, {'text': 'विनोद', 'conf': 95, 'text_left': 793, 'text_top': 903, 'text_width': 86, 'text_height': 40}, {'text': 'कुमार', 'conf': 93, 'text_left': 889, 'text_top': 914, 'text_width': 83, 'text_height': 36}, {'text': 'सोनकर', 'conf': 90, 'text_left': 981, 'text_top': 903, 'text_width': 106, 'text_height': 37}]"
3,5,444,371,150,10, ( कार्यवाही का संक्षिप्त वृत्तांत ),18,ANJCNB+TT2A4CO00,#231f20,,TT2A4CO00,17,,"[{'text': '(', 'conf': 92, 'text_left': 1040, 'text_top': 1241, 'text_width': 11, 'text_height': 37}, {'text': 'कार्यवाही', 'conf': 95, 'text_left': 1056, 'text_top': 1236, 'text_width': 128, 'text_height': 40}, {'text': 'का', 'conf': 96, 'text_left': 1194, 'text_top': 1247, 'text_width': 43, 'text_height': 26}, {'text': 'संक्षिप्त', 'conf': 93, 'text_left': 1246, 'text_top': 1237, 'text_width': 98, 'text_height': 38}, {'text': 'वृत्तांत', 'conf': 76, 'text_left': 1353, 'text_top': 1237, 'text_width': 80, 'text_height': 45}, {'text': ')', 'conf': 76, 'text_left': 1438, 'text_top': 1242, 'text_width': 11, 'text_height': 36}]",3,338,320,198,10, नियंत्रक-महालेखापरीक्षक की टिप्पणियां ।,18,ANJEDJ+TT2A4EO00,#231f20,,TT2A4EO00,17,,"[{'text': 'नियंत्रक-महालेखापरीक्षक', 'conf': 89, 'text_left': 892, 'text_top': 942, 'text_width': 349, 'text_height': 40}, {'text': 'की', 'conf': 95, 'text_left': 1249, 'text_top': 942, 'text_width': 44, 'text_height': 37}, {'text': 'टिप्पणियां', 'conf': 80, 'text_left': 1301, 'text_top': 943, 'text_width': 127, 'text_height': 36}, {'text': '।', 'conf': 80, 'text_left': 1429, 'text_top': 939, 'text_width': 7, 'text_height': 50}]",3,347,244,436,10, (2) उपर्युक्त () में उल्लिखित पत्रों को सभा पटल पर रखने में हुए विलम्ब के कारण,18,ANJEDJ+TT2A4EO00,#231f20,,TT2A4EO00,17,,"[{'text': '(2)', 'conf': 91, 'text_left': 686, 'text_top': 972, 'text_width': 54, 'text_height': 37}, {'text': 'उपर्युक्त', 'conf': 92, 'text_left': 767, 'text_top': 966, 'text_width': 108, 'text_height': 48}, {'text': '()', 'conf': 0, 'text_left': 891, 'text_top': 972, 'text_width': 54, 'text_height': 37}, {'text': 'में', 'conf': 93, 'text_left': 962, 'text_top': 968, 'text_width': 26, 'text_height': 35}, {'text': 'उल्लिखित', 'conf': 87, 'text_left': 998, 'text_top': 968, 'text_width': 146, 'text_height': 36}, {'text': 'पत्रों', 'conf': 96, 'text_left': 1155, 'text_top': 967, 'text_width': 56, 'text_height': 37}, {'text': 'को', 'conf': 95, 'text_left': 1222, 'text_top': 967, 'text_width': 43, 'text_height': 37}, {'text': 'सभा', 'conf': 95, 'text_left': 1276, 'text_top': 978, 'text_width': 63, 'text_height': 26}, {'text': 'पटल', 'conf': 96, 'text_left': 1349, 'text_top': 978, 'text_width': 70, 'text_height': 26}, {'text': 'पर', 'conf': 96, 'text_left': 1430, 'text_top': 978, 'text_width': 39, 'text_height': 26}, {'text': 'रखने', 'conf': 95, 'text_left': 1479, 'text_top': 967, 'text_width': 69, 'text_height': 37}, {'text': 'में', 'conf': 96, 'text_left': 1560, 'text_top': 967, 'text_width': 26, 'text_height': 37}, {'text': 'हुए', 'conf': 93, 'text_left': 1597, 'text_top': 978, 'text_width': 45, 'text_height': 36}, {'text': 'विलम्ब', 'conf': 90, 'text_left': 1652, 'text_top': 968, 'text_width': 103, 'text_height': 36}, {'text': 'के', 'conf': 96, 'text_left': 1766, 'text_top': 967, 'text_width': 34, 'text_height': 36}, {'text': 'कारण', 'conf': 95, 'text_left': 1811, 'text_top': 978, 'text_width': 85, 'text_height': 26}]",3,345,212,468,10," अपनी बैठक में लोक सभा द्वारा यथापारित राष्ट्रीय अन्वेषण अभिकरण (संशोधन) विधेयक,",18,ANJEDJ+TT2A4EO00,#231f20,,TT2A4EO00,17,,"[{'text': 'अपनी', 'conf': 96, 'text_left': 596, 'text_top': 962, 'text_width': 82, 'text_height': 37}, {'text': 'बैठक', 'conf': 96, 'text_left': 693, 'text_top': 960, 'text_width': 78, 'text_height': 39}, {'text': 'में', 'conf': 95, 'text_left': 786, 'text_top': 962, 'text_width': 26, 'text_height': 37}, {'text': 'लोक', 'conf': 96, 'text_left': 827, 'text_top': 963, 'text_width': 72, 'text_height': 36}, {'text': 'सभा', 'conf': 95, 'text_left': 913, 'text_top': 973, 'text_width': 62, 'text_height': 26}, {'text': 'द्वारा', 'conf': 93, 'text_left': 990, 'text_top': 973, 'text_width': 56, 'text_height': 30}, {'text': 'यथापारित', 'conf': 91, 'text_left': 1061, 'text_top': 963, 'text_width': 135, 'text_height': 36}, {'text': 'राष्ट्रीय', 'conf': 93, 'text_left': 1210, 'text_top': 962, 'text_width': 90, 'text_height': 45}, {'text': 'अन्वेषण', 'conf': 85, 'text_left': 1318, 'text_top': 962, 'text_width': 112, 'text_height': 37}, {'text': 'अभिकरण', 'conf': 91, 'text_left': 1448, 'text_top': 963, 'text_width': 138, 'text_height': 36}, {'text': '(संशोधन)', 'conf': 95, 'text_left': 1605, 'text_top': 962, 'text_width': 143, 'text_height': 42}, {'text': 'विधेयक,', 'conf': 95, 'text_left': 1768, 'text_top': 962, 'text_width': 123, 'text_height': 43}]",3,345,230,450,10, प्रस्ताव पर सभा में मत विभाजन हुआ : हां 224; नहीं 9 । तत्पश्चात्‌ प्रस्ताव स्वीकृत हुआ और,18,ANJEDJ+TT2A4EO00,#231f20,,TT2A4EO00,17,,"[{'text': 'प्रस्ताव', 'conf': 93, 'text_left': 643, 'text_top': 973, 'text_width': 92, 'text_height': 26}, {'text': 'पर', 'conf': 96, 'text_left': 745, 'text_top': 973, 'text_width': 39, 'text_height': 26}, {'text': 'सभा', 'conf': 96, 'text_left': 793, 'text_top': 973, 'text_width': 62, 'text_height': 26}, {'text': 'में', 'conf': 95, 'text_left': 864, 'text_top': 963, 'text_width': 26, 'text_height': 36}, {'text': 'मत', 'conf': 96, 'text_left': 900, 'text_top': 973, 'text_width': 46, 'text_height': 26}, {'text': 'विभाजन', 'conf': 96, 'text_left': 955, 'text_top': 963, 'text_width': 118, 'text_height': 36}, {'text': 'हुआ', 'conf': 93, 'text_left': 1082, 'text_top': 973, 'text_width': 61, 'text_height': 35}, {'text': ':', 'conf': 90, 'text_left': 1136, 'text_top': 958, 'text_width': 27, 'text_height': 52}, {'text': 'हां', 'conf': 95, 'text_left': 1178, 'text_top': 963, 'text_width': 32, 'text_height': 39}, {'text': '224;', 'conf': 86, 'text_left': 1222, 'text_top': 973, 'text_width': 69, 'text_height': 32}, {'text': 'नहीं', 'conf': 96, 'text_left': 1302, 'text_top': 962, 'text_width': 53, 'text_height': 40}, {'text': '9', 'conf': 92, 'text_left': 1367, 'text_top': 973, 'text_width': 17, 'text_height': 26}, {'text': '।', 'conf': 90, 'text_left': 1399, 'text_top': 973, 'text_width': 3, 'text_height': 26}, {'text': 'तत्पश्चात्\u200c', 'conf': 88, 'text_left': 1413, 'text_top': 973, 'text_width': 133, 'text_height': 36}, {'text': 'प्रस्ताव', 'conf': 90, 'text_left': 1550, 'text_top': 973, 'text_width': 93, 'text_height': 26}, {'text': 'स्वीकृत', 'conf': 90, 'text_left': 1652, 'text_top': 962, 'text_width': 106, 'text_height': 46}, {'text': 'हुआ', 'conf': 94, 'text_left': 1767, 'text_top': 973, 'text_width': 62, 'text_height': 35}, {'text': 'और', 'conf': 94, 'text_left': 1841, 'text_top': 960, 'text_width': 54, 'text_height': 39}]",3,350,230,237,10, श्री नित्यानन्द राय ने वाद-विवाद का उत्तर दिया।,18,ANJEDJ+TT2A4EO00,#231f20,,TT2A4EO00,17,,"[{'text': 'श्री', 'conf': 93, 'text_left': 647, 'text_top': 975, 'text_width': 35, 'text_height': 37}, {'text': 'नित्यानन्द', 'conf': 72, 'text_left': 693, 'text_top': 976, 'text_width': 129, 'text_height': 39}, {'text': 'राय', 'conf': 96, 'text_left': 832, 'text_top': 986, 'text_width': 49, 'text_height': 26}, {'text': 'ने', 'conf': 93, 'text_left': 891, 'text_top': 975, 'text_width': 23, 'text_height': 37}, {'text': 'वाद-विवाद', 'conf': 91, 'text_left': 925, 'text_top': 976, 'text_width': 163, 'text_height': 39}, {'text': 'का', 'conf': 96, 'text_left': 1098, 'text_top': 986, 'text_width': 43, 'text_height': 26}, {'text': 'उत्तर', 'conf': 93, 'text_left': 1150, 'text_top': 986, 'text_width': 63, 'text_height': 26}, {'text': 'दिया।', 'conf': 90, 'text_left': 1223, 'text_top': 976, 'text_width': 80, 'text_height': 39}]",3,353,248,129,10," 4. श्री आरके"" सिंह पटेल",18,ANJEDJ+TT2A4EO00,#231f20,,TT2A4EO00,17,,"[{'text': '4.', 'conf': 94, 'text_left': 694, 'text_top': 995, 'text_width': 29, 'text_height': 25}, {'text': 'श्री', 'conf': 93, 'text_left': 747, 'text_top': 983, 'text_width': 34, 'text_height': 37}, {'text': 'आरके""', 'conf': 42, 'text_left': 794, 'text_top': 984, 'text_width': 106, 'text_height': 36}, {'text': 'सिंह', 'conf': 96, 'text_left': 912, 'text_top': 984, 'text_width': 61, 'text_height': 38}, {'text': 'पटेल', 'conf': 93, 'text_left': 981, 'text_top': 983, 'text_width': 69, 'text_height': 37}]"
