,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords,xml_index,text_top,text_left,text_width,text_height,text,font_size,font_family,font_color,attrib,font_family_updated,font_size_updated,children,word_coords
0,0,299,402,88,17, लोक सभा,30,MMFKIC+TTFFBE60B8O00,#231f20,,TTFFBE60B8O00,28,,"[{'text': 'लोक', 'conf': 96, 'text_left': 1119, 'text_top': 830, 'text_width': 121, 'text_height': 59}, {'text': 'सभा', 'conf': 96, 'text_left': 1263, 'text_top': 845, 'text_width': 105, 'text_height': 44}]",0,252,441,8,17, 2.0,15,MMFKID+Times,#231f20,,Times,14,,"[{'text': '2.0', 'conf': 95.0, 'text_left': 1231, 'text_top': 724, 'text_width': 18, 'text_height': 28}]",0,252,441,8,17, 3.0,15,MMFKID+Times,#231f20,,Times,14,,"[{'text': '3.0', 'conf': 95.0, 'text_left': 1231, 'text_top': 724, 'text_width': 16, 'text_height': 29}]",0,252,441,8,17, 4.0,15,MMFKID+Times,#231f20,,Times,14,,"[{'text': '4.0', 'conf': 96.0, 'text_left': 1230, 'text_top': 724, 'text_width': 19, 'text_height': 28}]",0,252,441,8,17, 5.0,15,MMFKID+Times,#231f20,,Times,14,,"[{'text': '5.0', 'conf': 96.0, 'text_left': 1231, 'text_top': 724, 'text_width': 16, 'text_height': 29}]",0,252,441,8,17, 6.0,15,MMFKID+Times,#231f20,,Times,14,,"[{'text': '6.0', 'conf': 91.0, 'text_left': 1231, 'text_top': 724, 'text_width': 18, 'text_height': 29}]",0,252,441,8,17, 7.0,15,MMFKID+Times,#231f20,,Times,14,,"[{'text': '7.0', 'conf': 96.0, 'text_left': 1231, 'text_top': 724, 'text_width': 17, 'text_height': 28}]",0,252,441,8,17, 8.0,15,MMFKID+Times,#231f20,,Times,14,,"[{'text': '8.0', 'conf': 94.0, 'text_left': 1232, 'text_top': 724, 'text_width': 16, 'text_height': 29}]",0,252,441,8,17, 0.0,15,MMFKID+Times,#231f20,,Times,14,,"[{'text': '0.0', 'conf': 94.0, 'text_left': 1235, 'text_top': 725, 'text_width': 10, 'text_height': 15}]",0,252,437,15,17, 0.0,15,MMFKID+Times,#231f20,,Times,14,,"[{'text': '0.0', 'conf': 0.0, 'text_left': 1223, 'text_top': 724, 'text_width': 36, 'text_height': 29}]",0,252,437,15,17,,15,MMFKID+Times,#231f20,,Times,14,,[],0,252,437,15,17, 2.0,15,MMFKID+Times,#231f20,,Times,14,,"[{'text': '2.0', 'conf': 0.0, 'text_left': 1223, 'text_top': 724, 'text_width': 35, 'text_height': 28}]",0,252,437,15,17, 3.0,15,MMFKID+Times,#231f20,,Times,14,,"[{'text': '3.0', 'conf': 56.0, 'text_left': 1241, 'text_top': 724, 'text_width': 16, 'text_height': 29}]"
1,1,332,419,55,17, कि,15,MMFKID+Times,#231f20,,Times,14,,"[{'text': 'कि', 'conf': 17, 'text_left': 1164, 'text_top': 947, 'text_width': 6, 'text_height': 28}]",1,295,212,102,10, ARE 2.02 बजे,18,MMFLFP+TT38BFO00,#231f20,,TT38BFO00,17,,"[{'text': 'ARE', 'conf': 68, 'text_left': 596, 'text_top': 831, 'text_width': 115, 'text_height': 37}, {'text': '2.02', 'conf': 0, 'text_left': 729, 'text_top': 832, 'text_width': 82, 'text_height': 26}, {'text': 'बजे', 'conf': 95, 'text_left': 826, 'text_top': 822, 'text_width': 53, 'text_height': 36}]",1,295,275,405,10," (7) (WH) एनएचपीसी लिमिटेड, फरीदाबाद के वर्ष 208-209 के कार्यकरण",18,MMFLFP+TT38BFO00,#231f20,,TT38BFO00,17,"{""index"":{""0"":0,""1"":1,""2"":2},""xml_index"":{""0"":1,""1"":2,""2"":3},""text_top"":{""0"":295,""1"":295,""2"":295},""text_left"":{""0"":275,""1"":311,""2"":356},""text_width"":{""0"":24,""1"":35,""2"":324},""text_height"":{""0"":10,""1"":10,""2"":10},""text"":{""0"":""\u00bcx\u00bd"",""1"":""\u00bc,d\u00bd"",""2"":"",u,pihlh fyfeVsM] Qjhnkckn ds o\""kZ 2018&2019 ds dk;Zdj.k""},""font_size"":{""0"":18,""1"":18,""2"":18},""font_family"":{""0"":""MMFLFP+TT38BFO00"",""1"":""MMFLFP+TT38BFO00"",""2"":""MMFLFP+TT38BFO00""},""font_color"":{""0"":""#231f20"",""1"":""#231f20"",""2"":""#231f20""},""attrib"":{""0"":"""",""1"":"""",""2"":""""},""font_family_updated"":{""0"":""TT38BFO00"",""1"":""TT38BFO00"",""2"":""TT38BFO00""},""font_size_updated"":{""0"":17,""1"":17,""2"":17}}","[{'text': '(7)', 'conf': 47, 'text_left': 772, 'text_top': 829, 'text_width': 57, 'text_height': 36}, {'text': '(WH)', 'conf': 54, 'text_left': 871, 'text_top': 829, 'text_width': 88, 'text_height': 37}, {'text': 'एनएचपीसी', 'conf': 76, 'text_left': 991, 'text_top': 823, 'text_width': 159, 'text_height': 43}, {'text': 'लिमिटेड,', 'conf': 96, 'text_left': 1157, 'text_top': 824, 'text_width': 121, 'text_height': 42}, {'text': 'फरीदाबाद', 'conf': 96, 'text_left': 1290, 'text_top': 823, 'text_width': 140, 'text_height': 40}, {'text': 'के', 'conf': 96, 'text_left': 1436, 'text_top': 823, 'text_width': 34, 'text_height': 36}, {'text': 'वर्ष', 'conf': 93, 'text_left': 1477, 'text_top': 822, 'text_width': 47, 'text_height': 38}, {'text': '208-209', 'conf': 0, 'text_left': 1533, 'text_top': 834, 'text_width': 174, 'text_height': 26}, {'text': 'के', 'conf': 93, 'text_left': 1716, 'text_top': 823, 'text_width': 34, 'text_height': 36}, {'text': 'कार्यकरण', 'conf': 91, 'text_left': 1757, 'text_top': 823, 'text_width': 138, 'text_height': 37}]",1,296,275,405,10," (4) (Ge) शिपिंग कारपोरेशन ऑफ इंडिया लिमिटेड, मुंबई के वर्ष 208-209",18,MMFLFP+TT38BFO00,#231f20,,TT38BFO00,17,"{""index"":{""0"":0,""1"":1,""2"":2},""xml_index"":{""0"":1,""1"":2,""2"":3},""text_top"":{""0"":296,""1"":296,""2"":296},""text_left"":{""0"":275,""1"":311,""2"":356},""text_width"":{""0"":25,""1"":35,""2"":324},""text_height"":{""0"":10,""1"":10,""2"":10},""text"":{""0"":""\u00bc?k\u00bd"",""1"":""\u00bc,d\u00bd"",""2"":""f'kfiax dkjiksjs'ku vkWQ bafM;k fyfeVsM] eqacbZ ds o\""kZ 2018&2019""},""font_size"":{""0"":18,""1"":18,""2"":18},""font_family"":{""0"":""MMFLFP+TT38BFO00"",""1"":""MMFLFP+TT38BFO00"",""2"":""MMFLFP+TT38BFO00""},""font_color"":{""0"":""#231f20"",""1"":""#231f20"",""2"":""#231f20""},""attrib"":{""0"":"""",""1"":"""",""2"":""""},""font_family_updated"":{""0"":""TT38BFO00"",""1"":""TT38BFO00"",""2"":""TT38BFO00""},""font_size_updated"":{""0"":17,""1"":17,""2"":17}}","[{'text': '(4)', 'conf': 67, 'text_left': 772, 'text_top': 831, 'text_width': 61, 'text_height': 37}, {'text': '(Ge)', 'conf': 43, 'text_left': 871, 'text_top': 831, 'text_width': 88, 'text_height': 38}, {'text': 'शिपिंग', 'conf': 78, 'text_left': 992, 'text_top': 827, 'text_width': 90, 'text_height': 37}, {'text': 'कारपोरेशन', 'conf': 91, 'text_left': 1090, 'text_top': 827, 'text_width': 147, 'text_height': 37}, {'text': 'ऑफ', 'conf': 96, 'text_left': 1247, 'text_top': 830, 'text_width': 70, 'text_height': 33}, {'text': 'इंडिया', 'conf': 96, 'text_left': 1324, 'text_top': 827, 'text_width': 85, 'text_height': 41}, {'text': 'लिमिटेड,', 'conf': 95, 'text_left': 1415, 'text_top': 827, 'text_width': 121, 'text_height': 42}, {'text': 'मुंबई', 'conf': 96, 'text_left': 1548, 'text_top': 825, 'text_width': 65, 'text_height': 47}, {'text': 'के', 'conf': 96, 'text_left': 1621, 'text_top': 826, 'text_width': 34, 'text_height': 36}, {'text': 'वर्ष', 'conf': 93, 'text_left': 1662, 'text_top': 825, 'text_width': 46, 'text_height': 38}, {'text': '208-209', 'conf': 0, 'text_left': 1718, 'text_top': 837, 'text_width': 173, 'text_height': 26}]",1,296,276,404,10," (चार) दीनदयाल पत्तन न्यास, गांधीधाम के वर्ष 208-209 के लेखापरीक्षित",18,MMFLFP+TT38BFO00,#231f20,,TT38BFO00,17,,"[{'text': '(चार)', 'conf': 92, 'text_left': 776, 'text_top': 831, 'text_width': 89, 'text_height': 37}, {'text': 'दीनदयाल', 'conf': 93, 'text_left': 893, 'text_top': 826, 'text_width': 135, 'text_height': 40}, {'text': 'पत्तन', 'conf': 90, 'text_left': 1043, 'text_top': 837, 'text_width': 68, 'text_height': 26}, {'text': 'न्यास,', 'conf': 86, 'text_left': 1125, 'text_top': 837, 'text_width': 79, 'text_height': 32}, {'text': 'गांधीधाम', 'conf': 92, 'text_left': 1223, 'text_top': 826, 'text_width': 126, 'text_height': 37}, {'text': 'के', 'conf': 96, 'text_left': 1364, 'text_top': 827, 'text_width': 34, 'text_height': 36}, {'text': 'वर्ष', 'conf': 92, 'text_left': 1412, 'text_top': 825, 'text_width': 48, 'text_height': 38}, {'text': '208-209', 'conf': 0, 'text_left': 1477, 'text_top': 837, 'text_width': 176, 'text_height': 26}, {'text': 'के', 'conf': 93, 'text_left': 1670, 'text_top': 827, 'text_width': 34, 'text_height': 35}, {'text': 'लेखापरीक्षित', 'conf': 90, 'text_left': 1719, 'text_top': 826, 'text_width': 176, 'text_height': 39}]",1,295,276,404,10," (तीन) साण्काणनि० 88(अ), जो 3 अक्तूबर, 209 के भारत के राजपत्र में",18,MMFLFP+TT38BFO00,#231f20,,TT38BFO00,17,,"[{'text': '(तीन)', 'conf': 77, 'text_left': 776, 'text_top': 822, 'text_width': 88, 'text_height': 42}, {'text': 'साण्काणनि०', 'conf': 0, 'text_left': 892, 'text_top': 823, 'text_width': 142, 'text_height': 36}, {'text': '88(अ),', 'conf': 0, 'text_left': 1057, 'text_top': 827, 'text_width': 137, 'text_height': 38}, {'text': 'जो', 'conf': 90, 'text_left': 1215, 'text_top': 823, 'text_width': 38, 'text_height': 36}, {'text': '3', 'conf': 90, 'text_left': 1275, 'text_top': 833, 'text_width': 32, 'text_height': 26}, {'text': 'अक्तूबर,', 'conf': 87, 'text_left': 1331, 'text_top': 833, 'text_width': 115, 'text_height': 37}, {'text': '209', 'conf': 0, 'text_left': 1470, 'text_top': 833, 'text_width': 76, 'text_height': 26}, {'text': 'के', 'conf': 96, 'text_left': 1565, 'text_top': 823, 'text_width': 34, 'text_height': 35}, {'text': 'भारत', 'conf': 95, 'text_left': 1620, 'text_top': 833, 'text_width': 68, 'text_height': 26}, {'text': 'के', 'conf': 92, 'text_left': 1704, 'text_top': 822, 'text_width': 34, 'text_height': 36}, {'text': 'राजपत्र', 'conf': 91, 'text_left': 1755, 'text_top': 833, 'text_width': 97, 'text_height': 26}, {'text': 'में', 'conf': 95, 'text_left': 1869, 'text_top': 822, 'text_width': 26, 'text_height': 37}]",1,296,276,404,10," (AR) कानआ"" 3725(अ) जो 7 AAR, 209 H भारत के राजपत्र में प्रकाशित",18,MMFLFP+TT38BFO00,#231f20,,TT38BFO00,17,,"[{'text': '(AR)', 'conf': 87, 'text_left': 776, 'text_top': 831, 'text_width': 89, 'text_height': 36}, {'text': 'कानआ""', 'conf': 63, 'text_left': 893, 'text_top': 836, 'text_width': 102, 'text_height': 26}, {'text': '3725(अ)', 'conf': 68, 'text_left': 1008, 'text_top': 831, 'text_width': 146, 'text_height': 36}, {'text': 'जो', 'conf': 93, 'text_left': 1167, 'text_top': 825, 'text_width': 39, 'text_height': 37}, {'text': '7', 'conf': 0, 'text_left': 1218, 'text_top': 836, 'text_width': 32, 'text_height': 26}, {'text': 'AAR,', 'conf': 68, 'text_left': 1263, 'text_top': 836, 'text_width': 115, 'text_height': 36}, {'text': '209', 'conf': 0, 'text_left': 1392, 'text_top': 836, 'text_width': 75, 'text_height': 26}, {'text': 'H', 'conf': 80, 'text_left': 1477, 'text_top': 826, 'text_width': 34, 'text_height': 35}, {'text': 'भारत', 'conf': 95, 'text_left': 1523, 'text_top': 836, 'text_width': 67, 'text_height': 26}, {'text': 'के', 'conf': 92, 'text_left': 1597, 'text_top': 825, 'text_width': 34, 'text_height': 36}, {'text': 'राजपत्र', 'conf': 89, 'text_left': 1638, 'text_top': 836, 'text_width': 96, 'text_height': 26}, {'text': 'में', 'conf': 93, 'text_left': 1742, 'text_top': 826, 'text_width': 26, 'text_height': 36}, {'text': 'प्रकाशित', 'conf': 96, 'text_left': 1775, 'text_top': 826, 'text_width': 120, 'text_height': 37}]",1,295,276,404,10," (तीन) केन्द्रीय मोटरयान ( पन्द्रहवां संशोधन ) नियम, 208 जो 29 नवम्बर, 208",18,MMFLFP+TT38BFO00,#231f20,,TT38BFO00,17,,"[{'text': '(तीन)', 'conf': 91, 'text_left': 776, 'text_top': 822, 'text_width': 88, 'text_height': 42}, {'text': 'केन्द्रीय', 'conf': 85, 'text_left': 892, 'text_top': 822, 'text_width': 99, 'text_height': 39}, {'text': 'मोटरयान', 'conf': 90, 'text_left': 1000, 'text_top': 823, 'text_width': 121, 'text_height': 36}, {'text': '(', 'conf': 81, 'text_left': 1135, 'text_top': 828, 'text_width': 11, 'text_height': 36}, {'text': 'पन्द्रहवां', 'conf': 59, 'text_left': 1152, 'text_top': 823, 'text_width': 106, 'text_height': 39}, {'text': 'संशोधन', 'conf': 86, 'text_left': 1267, 'text_top': 823, 'text_width': 109, 'text_height': 37}, {'text': ')', 'conf': 86, 'text_left': 1381, 'text_top': 828, 'text_width': 12, 'text_height': 36}, {'text': 'नियम,', 'conf': 93, 'text_left': 1407, 'text_top': 823, 'text_width': 87, 'text_height': 42}, {'text': '208', 'conf': 0, 'text_left': 1510, 'text_top': 833, 'text_width': 74, 'text_height': 26}, {'text': 'जो', 'conf': 96, 'text_left': 1597, 'text_top': 823, 'text_width': 39, 'text_height': 36}, {'text': '29', 'conf': 95, 'text_left': 1647, 'text_top': 833, 'text_width': 37, 'text_height': 26}, {'text': 'नवम्बर,', 'conf': 93, 'text_left': 1696, 'text_top': 833, 'text_width': 105, 'text_height': 32}, {'text': '208', 'conf': 0, 'text_left': 1818, 'text_top': 833, 'text_width': 74, 'text_height': 26}]",1,295,269,411,10," (RS) केन्द्रीय मोटरयान ( पांचवां संशोधन ) नियम, 209 जो 2। जून, 209 के",18,MMFLFP+TT38BFO00,#231f20,,TT38BFO00,17,"{""index"":{""0"":0,""1"":1},""xml_index"":{""0"":1,""1"":2},""text_top"":{""0"":295,""1"":295},""text_left"":{""0"":269,""1"":320},""text_width"":{""0"":37,""1"":360},""text_height"":{""0"":10,""1"":10},""text"":{""0"":""\u00bcrsjg\u00bd"",""1"":""dsU\u00e6h; eksVj;ku \u00bcikapoka la'kks\u00e8u\u00bd fu;e] 2019 tks 21 twu] 2019 ds""},""font_size"":{""0"":18,""1"":18},""font_family"":{""0"":""MMFLFP+TT38BFO00"",""1"":""MMFLFP+TT38BFO00""},""font_color"":{""0"":""#231f20"",""1"":""#231f20""},""attrib"":{""0"":"""",""1"":""""},""font_family_updated"":{""0"":""TT38BFO00"",""1"":""TT38BFO00""},""font_size_updated"":{""0"":17,""1"":17}}","[{'text': '(RS)', 'conf': 61, 'text_left': 756, 'text_top': 822, 'text_width': 94, 'text_height': 42}, {'text': 'केन्द्रीय', 'conf': 87, 'text_left': 891, 'text_top': 822, 'text_width': 101, 'text_height': 39}, {'text': 'मोटरयान', 'conf': 91, 'text_left': 1002, 'text_top': 822, 'text_width': 124, 'text_height': 37}, {'text': '(', 'conf': 92, 'text_left': 1140, 'text_top': 827, 'text_width': 11, 'text_height': 37}, {'text': 'पांचवां', 'conf': 96, 'text_left': 1157, 'text_top': 823, 'text_width': 95, 'text_height': 36}, {'text': 'संशोधन', 'conf': 74, 'text_left': 1261, 'text_top': 822, 'text_width': 113, 'text_height': 38}, {'text': ')', 'conf': 74, 'text_left': 1379, 'text_top': 828, 'text_width': 12, 'text_height': 36}, {'text': 'नियम,', 'conf': 93, 'text_left': 1405, 'text_top': 823, 'text_width': 89, 'text_height': 42}, {'text': '209', 'conf': 0, 'text_left': 1510, 'text_top': 833, 'text_width': 77, 'text_height': 26}, {'text': 'जो', 'conf': 93, 'text_left': 1598, 'text_top': 822, 'text_width': 40, 'text_height': 37}, {'text': '2।', 'conf': 0, 'text_left': 1650, 'text_top': 833, 'text_width': 33, 'text_height': 25}, {'text': 'जून,', 'conf': 93, 'text_left': 1697, 'text_top': 833, 'text_width': 58, 'text_height': 37}, {'text': '209', 'conf': 0, 'text_left': 1771, 'text_top': 833, 'text_width': 77, 'text_height': 26}, {'text': 'के', 'conf': 96, 'text_left': 1860, 'text_top': 823, 'text_width': 34, 'text_height': 35}]",1,294,212,110,10, 6. राज्य सभा से संदेश,18,MMFMKI+TT38C2O00,#231f20,,TT38C2O00,17,,"[{'text': '6.', 'conf': 96, 'text_left': 596, 'text_top': 831, 'text_width': 27, 'text_height': 26}, {'text': 'राज्य', 'conf': 95, 'text_left': 638, 'text_top': 831, 'text_width': 65, 'text_height': 26}, {'text': 'सभा', 'conf': 96, 'text_left': 714, 'text_top': 831, 'text_width': 62, 'text_height': 26}, {'text': 'से', 'conf': 96, 'text_left': 787, 'text_top': 821, 'text_width': 28, 'text_height': 36}, {'text': 'संदेश', 'conf': 95, 'text_left': 826, 'text_top': 821, 'text_width': 75, 'text_height': 39}]",1,295,230,450,10, (5) Se भारतीय प्रवीण पवार द्वारा महाराष्ट्र के दिन्डोरी संसदीय निर्वाचन क्षेत्र में सभी पात्र,18,MMFLFP+TT38BFO00,#231f20,,TT38BFO00,17,"{""index"":{""0"":0,""1"":1},""xml_index"":{""0"":1,""1"":2},""text_top"":{""0"":295,""1"":295},""text_left"":{""0"":230,""1"":269},""text_width"":{""0"":22,""1"":411},""text_height"":{""0"":10,""1"":10},""text"":{""0"":""\u00bc5\u00bd"",""1"":""MkW\u00f1 Hkkjrh; izoh.k iokj }kjk egkjk\""V\u00aa ds fnUMksjh lalnh; fuokZpu {ks= esa lHkh ik=""},""font_size"":{""0"":18,""1"":18},""font_family"":{""0"":""MMFLFP+TT38BFO00"",""1"":""MMFLFP+TT38BFO00""},""font_color"":{""0"":""#231f20"",""1"":""#231f20""},""attrib"":{""0"":"""",""1"":""""},""font_family_updated"":{""0"":""TT38BFO00"",""1"":""TT38BFO00""},""font_size_updated"":{""0"":17,""1"":17}}","[{'text': '(5)', 'conf': 71, 'text_left': 648, 'text_top': 827, 'text_width': 54, 'text_height': 36}, {'text': 'Se', 'conf': 71, 'text_left': 751, 'text_top': 825, 'text_width': 44, 'text_height': 33}, {'text': 'भारतीय', 'conf': 96, 'text_left': 810, 'text_top': 821, 'text_width': 101, 'text_height': 37}, {'text': 'प्रवीण', 'conf': 95, 'text_left': 920, 'text_top': 821, 'text_width': 85, 'text_height': 37}, {'text': 'पवार', 'conf': 95, 'text_left': 1013, 'text_top': 832, 'text_width': 71, 'text_height': 26}, {'text': 'द्वारा', 'conf': 96, 'text_left': 1093, 'text_top': 832, 'text_width': 56, 'text_height': 30}, {'text': 'महाराष्ट्र', 'conf': 96, 'text_left': 1157, 'text_top': 832, 'text_width': 111, 'text_height': 34}, {'text': 'के', 'conf': 92, 'text_left': 1275, 'text_top': 821, 'text_width': 34, 'text_height': 37}, {'text': 'दिन्डोरी', 'conf': 82, 'text_left': 1318, 'text_top': 821, 'text_width': 103, 'text_height': 40}, {'text': 'संसदीय', 'conf': 96, 'text_left': 1430, 'text_top': 821, 'text_width': 108, 'text_height': 40}, {'text': 'निर्वाचन', 'conf': 95, 'text_left': 1547, 'text_top': 821, 'text_width': 114, 'text_height': 37}, {'text': 'क्षेत्र', 'conf': 96, 'text_left': 1674, 'text_top': 822, 'text_width': 49, 'text_height': 38}, {'text': 'में', 'conf': 96, 'text_left': 1732, 'text_top': 821, 'text_width': 26, 'text_height': 37}, {'text': 'सभी', 'conf': 96, 'text_left': 1767, 'text_top': 821, 'text_width': 64, 'text_height': 37}, {'text': 'पात्र', 'conf': 96, 'text_left': 1840, 'text_top': 832, 'text_width': 55, 'text_height': 26}]",1,293,230,450,10, (8) श्री सी०्एन० अन्नादुरई द्वारा तमिलनाडु के तिरुवन्‍्नामलाई संसदीय निर्वाचन क्षेत्र में,18,MMFLFP+TT38BFO00,#231f20,,TT38BFO00,17,,"[{'text': '(8)', 'conf': 0, 'text_left': 648, 'text_top': 825, 'text_width': 73, 'text_height': 36}, {'text': 'श्री', 'conf': 77, 'text_left': 755, 'text_top': 819, 'text_width': 35, 'text_height': 37}, {'text': 'सी०्एन०', 'conf': 13, 'text_left': 805, 'text_top': 819, 'text_width': 102, 'text_height': 43}, {'text': 'अन्नादुरई', 'conf': 57, 'text_left': 927, 'text_top': 819, 'text_width': 123, 'text_height': 46}, {'text': 'द्वारा', 'conf': 96, 'text_left': 1065, 'text_top': 830, 'text_width': 55, 'text_height': 30}, {'text': 'तमिलनाडु', 'conf': 94, 'text_left': 1135, 'text_top': 820, 'text_width': 141, 'text_height': 45}, {'text': 'के', 'conf': 93, 'text_left': 1288, 'text_top': 820, 'text_width': 34, 'text_height': 35}, {'text': 'तिरुवन्\u200d्नामलाई', 'conf': 36, 'text_left': 1337, 'text_top': 818, 'text_width': 198, 'text_height': 43}, {'text': 'संसदीय', 'conf': 95, 'text_left': 1550, 'text_top': 819, 'text_width': 108, 'text_height': 40}, {'text': 'निर्वाचन', 'conf': 96, 'text_left': 1673, 'text_top': 818, 'text_width': 114, 'text_height': 38}, {'text': 'क्षेत्र', 'conf': 96, 'text_left': 1806, 'text_top': 819, 'text_width': 48, 'text_height': 39}, {'text': 'में', 'conf': 96, 'text_left': 1869, 'text_top': 819, 'text_width': 26, 'text_height': 37}]",1,295,233,115,10, 0. . श्री हसनैन मसूदी,18,MMFLFP+TT38BFO00,#231f20,,TT38BFO00,17,"{""index"":{""0"":0,""1"":1},""xml_index"":{""0"":1,""1"":2},""text_top"":{""0"":295,""1"":295},""text_left"":{""0"":233,""1"":266},""text_width"":{""0"":18,""1"":82},""text_height"":{""0"":10,""1"":10},""text"":{""0"":""10-"",""1"":""Jh gluSu elwnh""},""font_size"":{""0"":18,""1"":18},""font_family"":{""0"":""MMFLFP+TT38BFO00"",""1"":""MMFLFP+TT38BFO00""},""font_color"":{""0"":""#231f20"",""1"":""#231f20""},""attrib"":{""0"":"""",""1"":""""},""font_family_updated"":{""0"":""TT38BFO00"",""1"":""TT38BFO00""},""font_size_updated"":{""0"":17,""1"":17}}","[{'text': '0.', 'conf': 0, 'text_left': 672, 'text_top': 832, 'text_width': 26, 'text_height': 26}, {'text': '.', 'conf': 39, 'text_left': 704, 'text_top': 819, 'text_width': 20, 'text_height': 52}, {'text': 'श्री', 'conf': 93, 'text_left': 746, 'text_top': 821, 'text_width': 35, 'text_height': 37}, {'text': 'हसनैन', 'conf': 92, 'text_left': 791, 'text_top': 819, 'text_width': 89, 'text_height': 41}, {'text': 'मसूदी', 'conf': 90, 'text_left': 890, 'text_top': 821, 'text_width': 82, 'text_height': 48}]"
